,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,TradeToFileTime,ValueOwned,VolumeVolatility,PriceVolatility,%FuturePriceChange
2168,2021-06-10,2021-06-08,SHAK,Shake Shack Inc.,Lyons Jenna,Dir,S - Sale+OE,100.0,-1022.0,2044.0,-33.333333333333336,-102200.0,1,2,204400.0,0.4707042555812101,0.041479611783120506,-11.916921730523015
2169,2021-06-10,2021-06-08,TYME,"Tyme Technologies, Inc.",Hoffman Steve,"Chief Science Officer, 10%",S - Sale,1.58,-82500.0,24075248.0,-0.34150534230260204,-130350.0,2,2,38038891.84,0.5631884612784334,0.025477713003356797,-29.559749606515634
2170,2021-06-10,2021-05-12,AVD,American Vanguard Corp,Porpiglia Peter,See Remarks,S - Sale+OE,19.31,-4290.0,34304.0,-11.115717469036637,-82839.9,1,29,662410.24,0.1738695232410584,0.006847398305725329,-12.277159295082553
2171,2021-06-10,2021-06-09,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,18.41,-4800.0,438744.0,-1.0821925220496726,-88368.0,5,1,8077277.04,0.36405838594681406,0.004376042717463866,2.5748407639778828
2172,2021-06-10,2021-06-08,FTHM,Fathom Holdings Inc.,Sampson Glenn A.,"Dir, 10%",S - Sale+OE,32.28,-7725.0,2292664.0,-0.33581276905775503,-249363.0,3,2,74007193.92,0.24536575814283917,0.013005591094423147,-9.160953877005944
2173,2021-06-10,2021-06-08,LADR,Ladder Capital Corp,Harris Brian,CEO,S - Sale,12.45,-30000.0,6784322.0,-0.44024922802297867,-373500.0,2,2,84464808.89999999,0.2621643360641638,0.019945443384773904,-7.341596332815742
2174,2021-06-10,2021-06-09,NOW,"Servicenow, Inc.",Luddy Frederic B,Dir,S - Sale,464.58,-16500.0,375201.0,-4.212396700544548,-7665570.0,1,1,174310880.57999998,0.47464629118868396,0.024059852891793767,34.05638541662099
2175,2021-06-10,2021-06-08,AVAV,Aerovironment Inc,Conver Timothy E,Chairman of the Board,S - Sale,112.99,-7000.0,316182.0,-2.165962213242074,-790930.0,2,2,35725404.18,0.13752961182567244,0.010107175363400613,-6.28152304234152
2176,2021-06-10,2021-06-08,HYMC,Hycroft Mining Holding Corp,Rideout Stanton K,"EVP, CFO",P - Purchase,3.5,55000.0,201094.0,37.646994400865196,192500.0,4,2,703829.0,0.3503738519263532,0.024128990682011353,-46.23234045191492
2177,2021-06-10,2021-06-08,SIBN,"Si-Bone, Inc.",Dunn Jeffrey W,"COB, Pres, CEO",S - Sale+OE,32.04,-43473.0,240892.0,-15.287746382290367,-1392874.92,1,2,7718179.68,0.3409719975820481,0.015595727890207564,-22.347811927160638
2178,2021-06-10,2021-06-08,CRC,California Resources Corp,Goldentree Asset Management LP,10%,S - Sale+OE,32.88,-329549.0,15955983.0,-2.023569141001964,-10835571.120000001,12,2,524632721.04,0.31507167352620513,0.02485390052468508,11.07889520778411
2179,2021-06-10,2021-06-10,ZS,"Zscaler, Inc.",Sinha Amit,"Pres of R, D, CTO",S - Sale+OE,201.93,-7000.0,737643.0,-0.9400477812857974,-1413510.0,5,0,148952250.99,0.31572711068607845,0.031553378111423794,37.09049789264955
2180,2021-06-10,2021-06-10,ZS,"Zscaler, Inc.",Schlossman Robert,GC,S - Sale,200.08,-2156.0,140128.0,-1.5152793005538219,-431372.48000000004,5,0,28036810.240000002,0.31572711068607845,0.031553378111423794,37.09049789264955
2181,2021-06-10,2021-06-10,ZS,"Zscaler, Inc.",Canessa Remo,CFO,S - Sale+OE,200.01,-51196.0,316719.0,-13.915170623649484,-10239711.959999999,5,0,63346967.19,0.31572711068607845,0.031553378111423794,37.09049789264955
2182,2021-06-10,2021-06-08,NVEE,"Nv5 Global, Inc.",Wright Dickerson,"COB, CEO, 10%",S - Sale,93.03,-2421.0,1954716.0,-0.12370110012737995,-225225.63,2,2,181847229.48,0.4496965111518738,0.010176846916149663,18.576698618179876
2183,2021-06-10,2021-06-08,TPC,Tutor Perini Corp,Tutor Ronald N,"COB, CEO, 10%",S - Sale,15.51,-222349.0,7535706.0,-2.866040521754486,-3448632.9899999998,2,2,116878800.06,0.39144171446830034,0.017211476120229368,-4.640705421498303
2184,2021-06-10,2021-06-08,ZM,"Zoom Video Communications, Inc.",Pelosi Janine,CMO,S - Sale+OE,349.0,-8000.0,31497.0,-20.254702888826998,-2792000.0,6,2,10992453.0,0.3153313956051719,0.013636612163221186,-12.809730455866065
2185,2021-06-10,2021-06-08,ZM,"Zoom Video Communications, Inc.",Hammonds Kimberly,Dir,S - Sale+OE,350.0,-189.0,0.0,-100.0,-66150.0,6,2,0.0,0.3153313956051719,0.013636612163221186,-12.809730455866065
2186,2021-06-10,2021-06-08,ZM,"Zoom Video Communications, Inc.",Azus Ryan,Chief Revenue Officer,S - Sale+OE,350.0,-400.0,35576.0,-1.1118523460084502,-140000.0,6,2,12451600.0,0.3153313956051719,0.013636612163221186,-12.809730455866065
2187,2021-06-10,2021-06-08,HYMC,Hycroft Mining Holding Corp,Garrett Diane R,"Pres, CEO, Dir",P - Purchase,3.5,55000.0,374615.0,17.20820361998029,192500.0,4,2,1311152.5,0.3503738519263532,0.024128990682011353,-46.23234045191492
2188,2021-06-10,2021-06-08,HYMC,Hycroft Mining Holding Corp,Harrison Michael James,Dir,P - Purchase,3.5,7500.0,40109.0,22.99978533533687,26250.0,4,2,140381.5,0.3503738519263532,0.024128990682011353,-46.23234045191492
2189,2021-06-10,2021-06-09,ZS,"Zscaler, Inc.",Rajic Dali,"Pres Go-To-Mkt, Chief Rev Ofc",S - Sale,195.78,-12943.0,286213.0,-4.326505234727032,-2533980.54,5,1,56034781.14,0.31572711068607845,0.031553378111423794,37.09049789264955
2190,2021-06-10,2021-06-08,YMAB,"Y-Mabs Therapeutics, Inc.",Wedell-Wedellsborg Johan,Dir,S - Sale,35.99,-150000.0,4189694.0,-3.456464902824946,-5398500.0,7,2,150787087.06,0.34449445834736,0.04021257664016277,-15.206877816190797
2191,2021-06-10,2021-06-09,RPTX,Repare Therapeutics Inc.,Segal Lloyd Mitchell,"Pres, CEO",S - Sale,35.0,-1576.0,101008.0,-1.5363019574202605,-55160.0,6,1,3535280.0,0.4848958398514382,0.03812732463136515,-1.7878256311521552
2192,2021-06-10,2021-06-08,TITN,Titan Machinery Inc.,Christianson Tony,Dir,S - Sale,31.65,-50000.0,230325.0,-17.836439846606616,-1582500.0,1,2,7289786.25,0.1856478009999033,0.02297051128229033,-9.811444446755011
2193,2021-06-10,2021-06-08,LADR,Ladder Capital Corp,McCormack Pamela,Pres,S - Sale,12.47,-40000.0,843161.0,-4.529185505247628,-498800.0,2,2,10514217.67,0.2621643360641638,0.019945443384773904,-7.341596332815742
2194,2021-06-10,2021-06-10,MANT,Mantech International Corp,Bush Mary K,Dir,S - Sale,87.37,-2875.0,11275.0,-20.318021201413426,-251188.75,1,0,985096.75,0.15959324687586351,0.005046505627509111,-11.026883916175521
2195,2021-06-10,2021-06-04,ITI,"Iteris, Inc.",Kreter Todd,SVP,S - Sale+OE,6.88,-37671.0,83440.0,-31.10452394910454,-259176.48,2,6,574067.2,0.22820799214663584,0.02388056760300038,-12.461539677211213
2196,2021-06-10,2021-06-08,FTHM,Fathom Holdings Inc.,Harley Joshua,"CEO, 10%",S - Sale,32.27,-18880.0,4931677.0,-0.3813712275204588,-609257.6000000001,3,2,159145216.79000002,0.24536575814283917,0.013005591094423147,-9.160953877005944
2197,2021-06-10,2021-06-08,ALEC,"Alector, Inc.",Paul Robert,Chief Medical Officer,S - Sale+OE,19.18,-19175.0,273719.0,-6.546737044801191,-367776.5,1,2,5249930.42,0.4346963666760727,0.03601416850761873,34.95988840318826
2198,2021-06-10,2021-06-08,FBP,First Bancorp /pr/,Aleman Aurelio,"Pres, CEO",S - Sale,12.99,-40000.0,1201065.0,-3.2230382776083446,-519600.0,1,2,15601834.35,0.19320331717243985,0.010499497382168188,0.8302953857491475
2199,2021-06-10,2021-06-08,PFSI,"Pennymac Financial Services, Inc.",Spector David,"COB, CEO",S - Sale+OE,61.97,-30000.0,1261941.0,-2.3220874637464095,-1859100.0,5,2,78202483.77,0.20201511719600537,0.01052947930296335,7.733517271184948
2200,2021-06-10,2021-06-08,AI,"C3.Ai, Inc.",Behzadi Houman,Chief Product Officer,S - Sale+OE,63.56,-70000.0,231108.0,-23.24747266761428,-4449200.0,7,2,14689224.48,0.4099526456296687,0.03536228307555659,-12.374560023437638
2201,2021-06-10,2021-06-10,HL,Hecla Mining Co/de/,Ralbovsky Stephen F,Dir,S - Sale,8.98,-11150.0,6123.0,-64.55161234296301,-100127.0,2,0,54984.54,0.09822452927594046,0.015686642180680964,-33.74384051675761
2202,2021-06-10,2021-06-08,PSNL,"Personalis, Inc.",West John Stephen,"Pres, CEO",S - Sale+OE,22.43,-110000.0,560520.0,-16.40517807075106,-2467300.0,3,2,12572463.6,0.24525569610510026,0.03987154967755586,-6.278353393238818
2203,2021-06-10,2021-06-09,FRG,"Franchise Group, Inc.",Cozza Patrick A,Dir,P - Purchase,37.32,4000.0,26459.0,17.810231978271517,149280.0,1,1,987449.88,0.2523477620408132,0.013780577718801574,-2.813851972238308
2204,2021-06-10,2021-06-09,ABCL,Abcellera Biologics Inc.,Thermopylae Holdings Ltd.,10%,S - Sale,24.03,-5598420.0,55604330.0,-9.147334065871224,-134530032.6,6,1,1336172049.9,0.6622322000363503,0.034070012857767805,-28.375891332816128
2205,2021-06-10,2021-06-09,ABCL,Abcellera Biologics Inc.,Hansen Carl L. G.,"CEO, 10%",S - Sale,24.13,-6000000.0,233500.0,-96.254110852651,-144780000.0,6,1,5634355.0,0.6622322000363503,0.034070012857767805,-28.375891332816128
2206,2021-06-10,2021-06-08,CSTL,Castle Biosciences Inc,Maetzold Derek J,"Pres, Chief Exec. Officer",S - Sale,70.99,-20000.0,1008478.0,-1.9446210808592892,-1419800.0,2,2,71591853.22,0.2585513329290383,0.04963815451905938,7.2050382222650935
2207,2021-06-10,2021-06-09,HFWA,Heritage Financial Corp /wa/,Clees John A,Dir,S - Sale,28.65,-1050.0,0.0,-100.0,-30082.5,2,1,0.0,0.2603390529865929,0.018912996587669175,-10.250894478645586
2208,2021-06-10,2021-06-08,WEN,Wendy'S Co,Kane Kurt A,"Pres US, Chf Commercial Ofc",S - Sale+OE,27.54,-153886.0,102152.0,-60.10279724103454,-4238020.4399999995,3,2,2813266.08,1.1519288012721407,0.08828065961996574,-6.095707237093708
2209,2021-06-10,2021-06-04,ITI,"Iteris, Inc.",Bergera J. Joseph,"Pres, CEO",S - Sale+OE,7.04,-38105.0,34628.0,-52.39024926787015,-268259.2,2,6,243781.12,0.22820799214663584,0.02388056760300038,-12.461539677211213
2210,2021-06-10,2021-06-09,DXCM,Dexcom Inc,Leach Jacob Steven,EVP CTO,S - Sale,395.0,-22755.0,94465.0,-19.41221634533356,-8988225.0,3,1,37313675.0,0.3288055807387645,0.013564703089246906,35.35335875557834
2211,2021-06-10,2021-06-09,ELDN,"Eledon Pharmaceuticals, Inc.",Gros David-Alexandre C,CEO,P - Purchase,8.01,3000.0,3000.0,0.0,24030.0,1,1,24030.0,0.8894447308387469,0.043117898602867404,-6.928407060550431
2212,2021-06-10,2021-06-08,TENB,"Tenable Holdings, Inc.",Seawell A Brooke,Dir,S - Sale,42.79,-6677.0,30000.0,-18.20486953676691,-285708.83,2,2,1283700.0,0.47701205941571573,0.010679514782905018,6.307111677733155
2213,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Price Trisha,Chief Product Officer,S - Sale+OE,62.28,-6184.0,147085.0,-4.034736313279267,-385139.52,8,1,9160453.8,0.4350824326224863,0.011343964487343372,11.355251524722341
2214,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Desmond Sean,Chief Customer Success Officer,S - Sale+OE,62.28,-6184.0,35761.0,-14.743115985218738,-385139.52,8,1,2227195.08,0.4350824326224863,0.011343964487343372,11.355251524722341
2215,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Naude Pierre,"Pres, CEO",S - Sale+OE,62.28,-14563.0,1034812.0,-1.3877784395473496,-906983.64,8,1,64448091.36,0.4350824326224863,0.011343964487343372,11.355251524722341
2216,2021-06-10,2021-06-08,NCNO,"Ncino, Inc.",Glover Joshua L,Chief Revenue Officer,S - Sale+OE,62.63,-26184.0,116084.0,-18.40470098686985,-1639903.9200000002,8,2,7270340.92,0.4350824326224863,0.011343964487343372,11.355251524722341
2217,2021-06-10,2021-06-09,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,150.51,-3724.0,214700.0,-1.7049408489909534,-560499.24,3,1,32314496.999999996,0.341471332040931,0.006298179714824611,2.657787842715945
2218,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Sellers Jeanette,VP of Accounting,S - Sale+OE,62.28,-1791.0,6237.0,-22.309417040358746,-111543.48,8,1,388440.36,0.4350824326224863,0.011343964487343372,11.355251524722341
2219,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Orenstein Gregory,"Chief Corp Dev, Legal Officer",S - Sale+OE,62.28,-8111.0,36827.0,-18.049312385953982,-505153.08,8,1,2293585.56,0.4350824326224863,0.011343964487343372,11.355251524722341
2220,2021-06-10,2021-06-08,ITOS,"Iteos Therapeutics, Inc.",McGrath Yvonne,"VP, Research, Development",S - Sale+OE,20.0,-7927.0,0.0,-100.0,-158540.0,1,2,0.0,0.3610437362171326,0.043758877879878186,44.57631671809821
2221,2021-06-10,2021-06-09,NCNO,"Ncino, Inc.",Rudow David,"CFO, Treasurer",S - Sale+OE,62.28,-6184.0,46301.0,-11.782414023054207,-385139.52,8,1,2883626.2800000003,0.4350824326224863,0.011343964487343372,11.355251524722341
2222,2021-06-10,2021-05-27,CDNA,"Caredx, Inc.",Snyderman Ralph,Dir,S - Sale,80.19,-9500.0,51015.0,-15.698587127158556,-761805.0,7,14,4090892.85,0.2538424315545349,0.04474953658613981,-18.963445019513422
2223,2021-06-10,2021-06-09,MOV,Movado Group Inc,Howard Alan H,Dir,S - Sale,30.35,-5600.0,50930.0,-9.90624447196179,-169960.0,3,1,1545725.5,0.1491034030312558,0.019113000621417842,15.8015168908822
2224,2021-06-10,2021-06-08,MOV,Movado Group Inc,Grinberg Efraim,"COB - CEO, 10%",S - Sale,30.13,-17741.0,242898.0,-6.806732683903791,-534536.33,3,2,7318516.74,0.1491034030312558,0.019113000621417842,15.8015168908822
2225,2021-06-10,2021-06-08,IMAX,Imax Corp,Colligan Megan,"Pres, IMAX Entertainment",S - Sale,23.29,-10916.0,67276.0,-13.960507468794761,-254233.63999999998,1,2,1566858.04,0.35907607199226604,0.03095567175118921,-31.099142885707774
2226,2021-06-10,2021-06-08,TENB,"Tenable Holdings, Inc.",Zecher Linda Kay,Dir,S - Sale,42.82,-4000.0,2677.0,-59.907143926913285,-171280.0,2,2,114629.14,0.47701205941571573,0.010679514782905018,6.307111677733155
2227,2021-06-10,2021-05-21,CBDS,"Cannabis Sativa, Inc.",Herr Brad E,CFO,S - Sale,0.55,-26200.0,365177.0,-6.694312644841164,-14410.000000000002,1,20,200847.35,0.3212230177161743,0.025712979991797964,-27.223716872588145
2228,2021-06-10,2021-06-08,GOOG,Alphabet Inc.,Brin Sergey,"Dir, 10%",S - Sale+OE,2406.12,-13889.0,19172979.0,-0.07238805207811927,-33418600.68,9,2,46132488231.479996,0.1423314371892199,0.009569072063801226,15.138910459613099
2229,2021-06-10,2021-06-09,NICK,Nicholas Financial Inc,Peterson Adam K,"Dir, 10%",P - Purchase,11.14,18050.0,2183339.0,0.8336069688618932,201077.0,3,1,24322396.46,0.543843816740995,0.010003953396755612,2.5835890545771885
2230,2021-06-10,2021-06-08,APLT,Applied Therapeutics Inc.,Silberstein Charles,CFO,S - Sale,21.42,-5047.0,87803.0,-5.435648896068928,-108106.74,2,2,1880740.2600000002,0.4114407067412748,0.05057187925060381,-30.858908569899235
2231,2021-06-10,2021-06-09,ZIP,"Ziprecruiter, Inc.",Zwelling Jeffrey,COO,S - Sale,23.49,-46697.0,1719000.0,-2.644677994015961,-1096912.53,16,1,40379310.0,0.16325485962238134,0.030846562023476267,10.617335491963598
2232,2021-06-10,2021-06-08,ZIP,"Ziprecruiter, Inc.",Sakamoto Ryan T.,"GC, Secretary",S - Sale,23.46,-16000.0,216000.0,-6.896551724137931,-375360.0,16,2,5067360.0,0.16325485962238134,0.030846562023476267,10.617335491963598
2233,2021-06-10,2021-06-08,ZEN,"Zendesk, Inc.",Geschke John,Chief of Staff,S - Sale+OE,135.36,-3893.0,35249.0,-9.945838230034234,-526956.4800000001,1,2,4771304.640000001,0.14251190990127272,0.010020717627239262,-9.682079425935084
2234,2021-06-10,2021-06-08,ZIP,"Ziprecruiter, Inc.",Poulos Ward,10%,S - Sale,23.49,-123963.0,8253114.0,-1.4797882363979704,-2911890.8699999996,16,2,193865647.85999998,0.16325485962238134,0.030846562023476267,10.617335491963598
2235,2021-06-10,2021-06-08,ZIP,"Ziprecruiter, Inc.",Garefis Amy,Principal Accounting Officer,S - Sale,23.6,-6500.0,120444.0,-5.120368036299471,-153400.0,16,2,2842478.4000000004,0.16325485962238134,0.030846562023476267,10.617335491963598
2236,2021-06-10,2021-06-08,ZIP,"Ziprecruiter, Inc.",Edmonds Joseph,10%,S - Sale,23.22,-200000.0,11071632.0,-1.774365948072116,-4644000.0,16,2,257083295.04,0.16325485962238134,0.030846562023476267,10.617335491963598
2237,2021-06-10,2021-06-08,SI,Silvergate Capital Corp,Lane Alan J,"Pres, CEO",S - Sale+OE,105.99,-161250.0,241864.0,-40.00109150265185,-17090887.5,1,2,25635165.36,0.463190244281161,0.05138094679232007,14.113460986498835
2238,2021-06-10,2021-06-09,WLDN,"Willdan Group, Inc.",Whitelaw Paul Milton,"SVP, Business Development",S - Sale,38.7,-5445.0,16633.0,-24.662560014494066,-210721.50000000003,1,1,643697.1000000001,0.4286518688446808,0.0038700525654662907,-1.3554695918611648
2239,2021-06-10,2021-03-29,TRIP,"Tripadvisor, Inc.",Certares Ltrip LLC,Dir,P - Purchase,0.0,1713859.0,1724539.0,16047.368913857677,0.0,1,73,0.0,0.24631447402704704,0.01272981706370187,-17.502820668928067
2240,2021-06-10,2021-06-08,ASXC,"Asensus Surgical, Inc.",Fernando Anthony C. J.,"Pres, CEO",S - Sale+OE,3.1,-297794.0,324820.0,-47.829634412332524,-923161.4,1,2,1006942.0,0.13096976290621948,0.06646229916657383,-33.24515069699327
2241,2021-06-10,2021-06-10,PANW,Palo Alto Networks Inc,Klarich Lee,"EVP, Chief Product Officer",S - Sale,354.37,-6255.0,277365.0,-2.2054156970594456,-2216584.35,2,0,98289835.05,0.2368723215967222,0.009956146275840164,27.674358632431677
2242,2021-06-10,2021-05-19,INSG,Inseego Corp.,Ding Wei,"VP Accounting, Controller",S - Sale,8.5,-1844.0,30000.0,-5.790729807813089,-15674.0,2,22,255000.0,0.15604390478748184,0.02992678393388519,-17.745968429854052
2243,2021-06-10,2021-06-08,BLFS,Biolife Solutions Inc,Rice Michael,CEO,S - Sale+OE,36.01,-22922.0,270212.0,-7.819631977184496,-825421.22,1,2,9730334.12,0.2646499770061203,0.03696001296664894,51.96249840167445
2244,2021-06-10,2021-06-08,GOOG,Alphabet Inc.,Brin Sergey,"Dir, 10%",S - Sale+OE,2480.67,-13889.0,19159090.0,-0.07244049033799077,-34454025.63,9,2,47527379790.3,0.1423314371892199,0.009569072063801226,15.138910459613099
2245,2021-06-10,2021-06-08,BLI,"Berkeley Lights, Inc.",Breinlinger Keith,Chief Technical Officer,S - Sale,44.46,-8250.0,24631.0,-25.0904777835224,-366795.0,2,2,1095094.26,0.3053488623142376,0.055069694427844054,-23.025105692683347
2246,2021-06-10,2021-06-08,DMTK,"Dermtech, Inc.",Wood Todd Michael,Chief Commercial Officer,S - Sale,43.43,-425.0,152519.0,-0.27787948530180984,-18457.75,4,2,6623900.17,0.3073843380741835,0.040078555220150504,-10.13947586935382
2247,2021-06-10,2021-06-08,NUAN,"Nuance Communications, Inc.",Carney Lloyd,Dir,S - Sale,54.98,-36002.0,17490.0,-67.30352202198459,-1979389.96,2,2,961600.2,0.6421648225906625,0.0004940334700307454,0.31711505919196753
2248,2021-06-10,2021-06-09,STKS,"One Group Hospitality, Inc.",Hilario Emanuel N,"Pres, CEO",S - Sale,11.98,-235374.0,1065411.0,-18.09476585292727,-2819780.52,6,1,12763623.780000001,0.8356623570253876,0.06285612129038046,-14.698341401206493
2249,2021-06-10,2021-06-09,URBN,Urban Outfitters Inc,Hayne Margaret,"Co-Pres, CCO",S - Sale,37.89,-53390.0,22764100.0,-0.23398717387407642,-2022947.1,1,1,862531749.0,0.14507784602286047,0.013632424068272643,-13.906816950695788
2250,2021-06-10,2021-06-08,SSTI,"Shotspotter, Inc",Ames Paul S.,"SVP Products, Technology",S - Sale,39.9,-97.0,53201.0,-0.18199557206649405,-3870.2999999999997,6,2,2122719.9,0.20399437431817027,0.011050344468791995,-2.299989850496258
2251,2021-06-10,2021-06-08,SSTI,"Shotspotter, Inc",Klepper Robert Samuel,"SVP Marketing, Products",S - Sale,39.9,-145.0,23924.0,-0.6024346669990445,-5785.5,6,2,954567.6,0.20399437431817027,0.011050344468791995,-2.299989850496258
2252,2021-06-10,2021-06-08,SSTI,"Shotspotter, Inc",Hawkins Joseph O.,SVP Operations,S - Sale,39.58,-2008.0,44367.0,-4.329919137466307,-79476.64,6,2,1756045.8599999999,0.20399437431817027,0.011050344468791995,-2.299989850496258
2253,2021-06-10,2021-06-08,SSTI,"Shotspotter, Inc",Golzadeh Nasim,See remarks,S - Sale,39.89,-135.0,19073.0,-0.702832153269471,-5385.15,6,2,760821.97,0.20399437431817027,0.011050344468791995,-2.299989850496258
2254,2021-06-10,2021-06-08,AXNX,"Axonics, Inc.",Sama Rinda,COO,S - Sale+OE,60.11,-2362.0,32898.0,-6.698808848553602,-141979.82,2,2,1977498.78,0.24552214411056308,0.009576006118820535,27.23348244768948
2255,2021-06-10,2021-06-08,AXNX,"Axonics, Inc.",Cohen Raymond W,CEO,S - Sale,60.0,-33333.0,284607.0,-10.484053595017928,-1999980.0,2,2,17076420.0,0.24552214411056308,0.009576006118820535,27.23348244768948
2256,2021-06-10,2021-06-09,ORGO,Organogenesis Holdings Inc.,Erani Albert,10%,S - Sale,15.31,-150000.0,59432133.0,-0.25175332343338563,-2296500.0,4,1,909905956.23,0.15466894294125275,0.03231883558004798,10.09191780379361
2257,2021-06-10,2021-06-08,MTBC,"Carecloud, Inc.",Daly John N,Dir,S - Sale,8.8,-5000.0,60000.0,-7.6923076923076925,-44000.0,1,2,528000.0,0.3292058069757519,0.018670993835000954,-3.3455989549337515
2258,2021-06-10,2021-06-09,H,Hyatt Hotels Corp,Egan Margaret C.,See Remarks,S - Sale,81.66,-1000.0,3858.0,-20.58460271716756,-81660.0,1,1,315044.27999999997,0.2803370072847099,0.017088266456949525,-10.181374058506195
2259,2021-06-10,2021-06-09,ORGO,Organogenesis Holdings Inc.,Albert Erani Family Trust Dated 12/29/2012,10%,S - Sale,15.31,-150000.0,59432133.0,-0.25175332343338563,-2296500.0,4,1,909905956.23,0.15466894294125275,0.03231883558004798,10.09191780379361
2260,2021-06-10,2021-06-08,META,Facebook Inc,Newstead Jennifer,"VP, GC",S - Sale,336.8,-250.0,9140.0,-2.6624068157614484,-84200.0,7,2,3078352.0,0.17442199942800884,0.007061405474824326,14.015008167696477
2261,2021-06-10,2021-06-09,STKS,"One Group Hospitality, Inc.",Segal Jonathan,"Dir, Business Development, 10%",S - Sale+OE,12.46,-173812.0,4176104.0,-3.9957553203326226,-2165697.52,6,1,52034255.84,0.8356623570253876,0.06285612129038046,-14.698341401206493
2262,2021-06-10,2021-06-09,STKS,"One Group Hospitality, Inc.",Angelis Dimitrios,Dir,S - Sale,11.5,-1000.0,103070.0,-0.9608917075045642,-11500.0,6,1,1185305.0,0.8356623570253876,0.06285612129038046,-14.698341401206493
2263,2021-06-10,2021-05-25,META,Facebook Inc,Newstead Jennifer,"VP, GC",S - Sale,327.0,-250.0,9640.0,-2.5278058645096055,-81750.0,7,16,3152280.0,0.17442199942800884,0.007061405474824326,14.015008167696477
2264,2021-06-10,2021-06-09,ESTC,Elastic N.V.,Banon Shay,"CEO, COB",S - Sale,133.45,-3132.0,8470066.0,-0.03696361161393844,-417965.39999999997,3,1,1130330307.6999998,0.29564271966837036,0.011570435747849305,21.430162448994153
2265,2021-06-10,2021-06-08,VIAV,Viavi Solutions Inc.,Khaykin Oleg,"Pres, CEO",S - Sale,17.5,-22010.0,531236.0,-3.97833874985088,-385175.0,2,2,9296630.0,0.3730622374970999,0.005132401547759625,-4.574039565512122
2266,2021-06-10,2021-06-08,DMTK,"Dermtech, Inc.",Ibarra Claudia,COO,S - Sale,43.43,-2405.0,118510.0,-1.989000537567713,-104449.15,4,2,5146889.3,0.3073843380741835,0.040078555220150504,-10.13947586935382
2267,2021-06-10,2021-06-08,TWTR,"Twitter, Inc.",Segal Ned D.,CFO,S - Sale,59.84,-7000.0,629947.0,-1.098992537840668,-418880.0,1,2,37696028.480000004,0.20552166227400412,0.008978869291425154,6.9083183275166835
2268,2021-06-10,2021-06-09,FLUX,"Flux Power Holdings, Inc.",Johnson Michael,"Dir, 10%",S - Sale,10.97,-15745.0,4485954.0,-0.34975683625226833,-172722.65000000002,2,1,49210915.38,0.4309372186303561,0.017291232590391552,-21.258337377433755
2269,2021-06-10,2021-06-09,ESTC,Elastic N.V.,Moorjani Janesh,CFO,S - Sale,133.45,-840.0,36270.0,-2.263540824575586,-112097.99999999999,3,1,4840231.5,0.29564271966837036,0.011570435747849305,21.430162448994153
2270,2021-06-10,2021-06-10,BL,"Blackline, Inc.",Partin Mark,CFO,S - Sale+OE,103.79,-5000.0,97584.0,-4.8740544334399125,-518950.00000000006,2,0,10128243.360000001,0.2095483139281933,0.008383764520558848,10.326216338336003
2271,2021-06-10,2021-06-08,XPO,"Xpo Logistics, Inc.","Jacobs Private Equity, LLC","Dir, 10%",S - Sale,144.26,-202154.0,18008201.0,-1.110104662978838,-29162736.04,2,2,2597863076.2599998,0.15315491570276726,0.011342413931744368,3.0213177155611737
2272,2021-06-10,2021-06-08,XPO,"Xpo Logistics, Inc.",Bradley S Jacobs,"CEO, 10%",S - Sale,144.26,-202154.0,18395617.0,-1.0869797246132347,-29162736.04,2,2,2653751708.4199996,0.15315491570276726,0.011342413931744368,3.0213177155611737
2273,2021-06-10,2021-06-08,HYMC,Hycroft Mining Holding Corp,"Mudrick Capital Management, L.P.","Dir, 10%",S - Sale+OE,3.5,-777195.0,24406783.0,-3.0860692460897163,-2720182.5,4,2,85423740.5,0.3503738519263532,0.024128990682011353,-46.23234045191492
2274,2021-06-10,2021-06-10,EMED,"Electromedical Technologies, Inc",Steinberg Donald J,10%,S - Sale,0.08,-22500.0,3435666.0,-0.6506338909121193,-1800.0,2,0,274853.28,0.7320135291111898,0.06390468535288538,-39.42134078190162
2275,2021-06-10,2021-06-08,YMAB,"Y-Mabs Therapeutics, Inc.",Wg Biotech Aps,See Remarks,S - Sale,35.99,-150000.0,4189694.0,-3.456464902824946,-5398500.0,7,2,150787087.06,0.34449445834736,0.04021257664016277,-15.206877816190797
2276,2021-06-10,2021-06-08,ADPT,Adaptive Biotechnologies Corp,Cohen Chad M,CFO,S - Sale+OE,36.33,-20000.0,21604.0,-48.07230074031343,-726600.0,1,2,784873.32,0.5117561678271871,0.02939411420836309,0.2787859190756456
