Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,DeltaOwn,Value,Qty2,Value2
2021-10-06 19:01:28,2021-10-04,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$327.67,"-54,504","886,342",-6%,"-$17,859,137",#N/A,#N/A
2021-10-06 19:00:57,2021-10-04,WRAP,"Wrap Technologies, Inc.",Barnes James A,"CFO, SECRETARY, TREASURER",S - Sale,$5.97,"-6,000","2,158,519",0%,"-$35,820",#N/A,#N/A
2021-10-06 18:53:25,2021-10-02,LSCC,Lattice Semiconductor Corp,Luther Sherri R,"VP Corp, CFO",S - Sale+OE,$65.74,"-4,375","115,310",-4%,"-$287,613",#N/A,#N/A
2021-10-06 18:46:41,2021-10-06,NTNX,"Nutanix, Inc.",Wall Tyler,GC,S - Sale,$37.97,"-60,000","83,370",-42%,"-$2,278,284",#N/A,#N/A
2021-10-06 18:46:10,2021-10-04,DDOG,"Datadog, Inc.",Kopits Laszlo,GC,S - Sale,$136.51,"-8,000","199,819",-4%,"-$1,092,053",#N/A,#N/A
2021-10-06 18:39:20,2021-10-05,ANGO,Angiodynamics Inc,Campbell Chad Thomas,"SVP, GM, Vascular Access",S - Sale+OE,$27.15,"-10,748","31,741",-25%,"-$291,808",#N/A,#N/A
2021-10-06 18:37:19,2021-10-04,GOOG,Alphabet Inc.,Raghavan Prabhakar,SVP,S - Sale,"$2,712.93","-2,475","30,279",-8%,"-$6,714,502",#N/A,#N/A
2021-10-06 18:34:52,2021-10-05,VRSN,Verisign Inc/ca,Indelicarto Thomas C,"EVP, GC, Secretary",S - Sale,$205.74,-613,"52,639",-1%,"-$126,119",#N/A,#N/A
2021-10-06 18:30:23,2021-10-04,PFMT,Performant Financial Corp,"Prescott Group Capital Management, L.L.C.",10%,P - Purchase,$3.61,#ERROR!,"13,438,503",0.07,#ERROR!,853242,3077726
2021-10-06 18:26:45,2021-10-05,VIR,"Vir Biotechnology, Inc.",Virgin Herbert,"EVP, Research, CSO",S - Sale+OE,$33.75,"-1,375","107,700",-1%,"-$46,406",#N/A,#N/A
2021-10-06 18:15:17,2021-10-04,CDLX,"Cardlytics, Inc.",Grimes Scott D.,Dir,S - Sale+OE,$80.24,"-2,000","328,161",-1%,"-$160,471",#N/A,#N/A
2021-10-06 18:14:03,2021-10-04,DNLI,Denali Therapeutics Inc.,Schuth Alexander O.,"COO, Secretary",S - Sale,$50.56,"-10,000","559,537",-2%,"-$505,605",#N/A,#N/A
2021-10-06 18:02:41,2021-10-05,PRLD,Prelude Therapeutics Inc,Mauro David J,Chief Medical Officer,S - Sale+OE,$30.96,"-15,000",0,-100%,"-$464,350",#N/A,#N/A
2021-10-06 18:02:37,2021-10-05,EVRG,"Evergy, Inc.",Wilder C John,Dir,P - Purchase,$62.91,#ERROR!,"2,448,663",0.02,#ERROR!,39872,2508171
2021-10-06 18:00:36,2021-10-04,PGEN,"Precigen, Inc.",Ares Trading S.A.,10%,S - Sale,$5.04,"-75,354","21,020,252",0%,"-$380,023",#N/A,#N/A
2021-10-06 17:50:19,2021-10-05,FTHM,Fathom Holdings Inc.,Sampson Glenn A.,"Dir, 10%",S - Sale+OE,$25.65,"-3,887","1,552,596",0%,"-$99,702",#N/A,#N/A
2021-10-06 17:49:32,2021-10-05,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$272.51,"-4,300","1,964,598",0%,"-$1,171,798",#N/A,#N/A
2021-10-06 17:48:48,2021-10-04,XBIT,Xbiotech Inc.,Simard John,"CEO, 10%",S - Sale,$12.84,"-48,613","3,962,452",-1%,"-$624,181",#N/A,#N/A
2021-10-06 17:48:39,2021-10-05,NARI,"Inari Medical, Inc.",Hoffman William,"Pres, CEO",S - Sale,$78.96,"-70,100","630,269",-10%,"-$5,535,370",#N/A,#N/A
2021-10-06 17:43:56,2021-10-04,TWLO,Twilio Inc,Lawson Jeff,"CEO, 10%",S - Sale+OE,$318.22,"-14,000","155,210",-8%,"-$4,455,034",#N/A,#N/A
2021-10-06 17:41:40,2021-10-05,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$272.49,"-20,000","28,986,249",0%,"-$5,449,744",#N/A,#N/A
2021-10-06 17:37:44,2021-10-04,CTLT,"Catalent, Inc.",Schmidt Kay A,"SVP, Technical Operations",S - Sale,$131.25,"-2,191","13,778",-14%,"-$287,569",#N/A,#N/A
2021-10-06 17:37:26,2021-10-04,CTLT,"Catalent, Inc.",Fasman Steven L,"SVP, GC",S - Sale+OE,$129.05,"-34,714","57,133",-38%,"-$4,479,975",#N/A,#N/A
2021-10-06 17:35:31,2021-10-04,UNFI,United Natural Foods Inc,Roy Peter,Dir,S - Sale,$47.07,"-10,000","57,891",-15%,"-$470,700",#N/A,#N/A
2021-10-06 17:33:49,2021-10-04,AI,"C3.Ai, Inc.",Behzadi Houman,Chief Product Officer,S - Sale+OE,$43.76,"-15,887","331,608",-5%,"-$695,246",#N/A,#N/A
2021-10-06 17:23:18,2021-10-04,CRC,California Resources Corp,Goldentree Asset Management LP,10%,S - Sale,$42.27,"-26,169","10,237,116",0%,"-$1,106,164",#N/A,#N/A
2021-10-06 17:22:34,2021-10-04,EVC,Entravision Communications Corp,Zevnik Paul A,Dir,S - Sale,$7.50,"-10,000","270,609",-4%,"-$75,000",#N/A,#N/A
2021-10-06 17:22:19,2021-10-04,ADIL,"Adial Pharmaceuticals, Inc.",Johnson Bankole A.,Chief Medical Officer,S - Sale+OE,$0.00,"-200,000","148,246",-57%,$0,#N/A,#N/A
2021-10-06 17:20:27,2021-10-04,PBYI,"Puma Biotechnology, Inc.",Nougues Maximo F,CFO,S - Sale,$6.20,-161,"67,593",0%,-$998,#N/A,#N/A
2021-10-06 17:17:05,2021-10-04,NFLX,Netflix Inc,Sarandos Theodore A,"Co-CEO, Chief Content Offic",S - Sale+OE,$625.00,"-69,707",0,-100%,"-$43,566,875",#N/A,#N/A
2021-10-06 17:16:42,2021-10-04,NFLX,Netflix Inc,Peters Gregory K,"COO, Chief Product Officer",S - Sale+OE,$625.00,"-6,455","13,090",-33%,"-$4,034,375",#N/A,#N/A
2021-10-06 17:16:22,2021-10-04,NFLX,Netflix Inc,Hyman David A,GC,S - Sale+OE,$620.00,"-18,116","31,610",-36%,"-$11,231,920",#N/A,#N/A
2021-10-06 17:16:15,2021-10-05,HQY,"Healthequity, Inc.",McCowan Debra Charlotte,Dir,S - Sale,$65.99,"-8,132","5,447",-60%,"-$536,638",#N/A,#N/A
2021-10-06 17:15:39,2021-10-04,PBYI,"Puma Biotechnology, Inc.",Hunt Douglas M,See Remarks,S - Sale,$6.15,-443,"65,658",-1%,"-$2,726",#N/A,#N/A
2021-10-06 17:10:12,2021-10-04,RPD,"Rapid7, Inc.",Schodorf Thomas E,Dir,S - Sale+OE,$112.78,-170,"21,920",-1%,"-$19,173",#N/A,#N/A
2021-10-06 17:08:59,2021-10-04,RPD,"Rapid7, Inc.",Kaes Peter,"SVP, GC",S - Sale,$110.81,"-9,629","55,242",-15%,"-$1,067,025",#N/A,#N/A
2021-10-06 17:07:56,2021-10-04,PLUS,Eplus Inc,Raiguel Darren S,COO,S - Sale,$103.11,"-4,000","40,645",-9%,"-$412,454",#N/A,#N/A
2021-10-06 17:06:52,2021-10-05,PETV,"Petvivo Holdings, Inc.",Martin James Rudolph,Dir,P - Purchase,$2.46,#ERROR!,"86,684",0.02,#ERROR!,1600,3937
2021-10-06 17:06:43,2021-10-05,KFRC,Kforce Inc,Dunkel David L,CEO,S - Sale,$60.00,"-5,992","660,413",-1%,"-$359,520",#N/A,#N/A
2021-10-06 17:06:15,2021-10-04,PLUS,Eplus Inc,Marron Mark P,CEO,S - Sale,$103.15,"-6,250","80,106",-7%,"-$644,672",#N/A,#N/A
2021-10-06 17:04:42,2021-10-04,PBYI,"Puma Biotechnology, Inc.",Auerbach Alan H,"Pres, CEO, 10%",S - Sale,$6.15,"-1,858","4,415,932",0%,"-$11,433",#N/A,#N/A
2021-10-06 17:00:20,2021-10-04,PFGC,Performance Food Group Co,Hagerty Patrick T.,See Remarks,S - Sale,$48.66,-500,"149,533",0%,"-$24,330",#N/A,#N/A
2021-10-06 17:00:15,2021-10-04,MD,"Mednax, Inc.",Medel Roger Md,Dir,S - Sale,$29.00,"-1,270","1,138,180",0%,"-$36,830",#N/A,#N/A
2021-10-06 16:58:49,2021-10-04,JAZZ,Jazz Pharmaceuticals Plc,Cozadd Bruce C,"COB, CEO",S - Sale+OE,$129.87,"-6,598","312,392",-2%,"-$856,903",#N/A,#N/A
2021-10-06 16:57:56,2021-10-04,XPEL,"Xpel, Inc.",Constantine John,Former Director,S - Sale,$76.91,"-35,000","794,559",-4%,"-$2,691,742",#N/A,#N/A
2021-10-06 16:57:24,2021-10-04,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,$99.95,"-2,200","2,968,296",0%,"-$219,890",#N/A,#N/A
2021-10-06 16:54:48,2021-09-30,ED,Consolidated Edison Inc,Sanchez Robert,"Pres, CEO, O, R",P - Purchase,$72.59,74,"7,581",0.01,#ERROR!,74,5350
2021-10-06 16:54:30,2021-10-04,CSTL,Castle Biosciences Inc,Bradbury Daniel,Dir,S - Sale,$61.73,"-10,000","536,578",-2%,"-$617,345",#N/A,#N/A
2021-10-06 16:53:03,2021-09-30,ED,Consolidated Edison Inc,Resheske Frances,"SVP, Corporate Affairs",P - Purchase,$72.59,1,"56,565",0%,#ERROR!,1,106
2021-10-06 16:52:07,2021-10-04,CSTL,Castle Biosciences Inc,Maetzold Derek J,"Pres, Chief Exec. Officer",S - Sale,$61.69,"-5,000","715,978",-1%,"-$308,459",#N/A,#N/A
2021-10-06 16:51:40,2021-10-04,QRTEA,"Qurate Retail, Inc.",George Michael A,Dir,S - Sale,$10.42,"-150,000","1,962,929",-7%,"-$1,563,270",#N/A,#N/A
2021-10-06 16:50:59,2021-09-30,ED,Consolidated Edison Inc,Nadkarni Gurudatta D,"VP, Strategic Planning",P - Purchase,$72.59,127,"8,435",0.02,#ERROR!,127,9233
2021-10-06 16:49:35,2021-09-30,ED,Consolidated Edison Inc,Nachmias Stuart,"Pres, CEO CET",P - Purchase,$72.59,23,"1,191",0.02,#ERROR!,23,1664
2021-10-06 16:49:22,2021-10-06,FORD,"Forward Industries, Inc.",Severino Paul Jean,COO of Subsidiary,S - Sale,$2.18,"-6,000","61,918",-9%,"-$13,080",#N/A,#N/A
2021-10-06 16:48:47,2021-10-04,AMPL,"Amplitude, Inc.",Gurley J William,10%,S - Sale,$54.05,"-103,090",0,-100%,"-$5,572,293",#N/A,#N/A
2021-10-06 16:47:30,2021-10-04,BCOV,Brightcove Inc,"Edenbrook Capital, LLC",10%,P - Purchase,$11.23,#ERROR!,"4,587,864",0.01,#ERROR!,39975,449021
2021-10-06 16:47:27,2021-09-30,ED,Consolidated Edison Inc,Miller Joseph,"VP, Controller",P - Purchase,$72.59,13,"1,108",0.01,#ERROR!,13,948
2021-10-06 16:45:54,2021-09-30,ED,Consolidated Edison Inc,Ketschke Matthew,Pres CECONY,P - Purchase,$72.59,9,"1,852",0%,#ERROR!,9,626
2021-10-06 16:45:12,2021-10-01,LPRO,Open Lending Corp,Jessup Ross M.,See Remarks,S - Sale,$35.27,"-10,000","3,537,089",0%,"-$352,650",#N/A,#N/A
2021-10-06 16:42:12,2021-10-04,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$15.65,654,"266,188",0%,#ERROR!,654,10237
2021-10-06 16:39:51,2021-09-30,ED,Consolidated Edison Inc,Hoglund Robert N,"SVP, CFO",P - Purchase,$72.59,161,"43,112",0%,#ERROR!,161,11686
2021-10-06 16:38:55,2021-10-04,FSTX,"F-Star Therapeutics, Inc.",Kayitalire Louis,Chief Medical Officer,S - Sale,$7.23,-64,"54,319",0%,-$462,#N/A,#N/A
2021-10-06 16:37:45,2021-09-30,ED,Consolidated Edison Inc,Donnley Deneen L,"SVP, GC",P - Purchase,$72.59,42,938,0.05,#ERROR!,42,3058
2021-10-06 16:37:38,2021-10-04,NBIX,Neurocrine Biosciences Inc,Cooke Julie,CHRO,S - Sale,$101.73,-987,"14,841",-6%,"-$100,408",#N/A,#N/A
2021-10-06 16:36:28,2021-09-30,ED,Consolidated Edison Inc,Cawley Timothy,"Dir, Pres, CEO",P - Purchase,$72.59,81,"17,115",0%,#ERROR!,81,5848
2021-10-06 16:35:59,2021-10-04,EPAY,Bottomline Technologies Inc,Eberle Robert A,"Pres, CEO",S - Sale,$38.52,"-2,608","529,887",0%,"-$100,465",#N/A,#N/A
2021-10-06 16:35:16,2021-10-04,TWST,Twist Bioscience Corp,Finn Patrick John,Chief Commercial Officer,S - Sale+OE,$104.27,"-2,702","39,566",-6%,"-$281,738",#N/A,#N/A
2021-10-06 16:34:52,2020-04-13,VPLM,Voip-Pal.Com Inc,Chang Dennis,Dir,S - Sale,$0.01,"-1,326,520","58,400,000",-2%,"-$18,788",#N/A,#N/A
2021-10-06 16:34:38,2021-09-30,ED,Consolidated Edison Inc,De La Bastide Lore,"SVP, Utility Shared Services",P - Purchase,$72.59,14,970,0.01,#ERROR!,14,996
2021-10-06 16:30:36,2021-10-05,ANSS,Ansys Inc,Emswiler Shane,"SVP, Products",S - Sale,$335.65,-436,"22,840",-2%,"-$146,343",#N/A,#N/A
2021-10-06 16:30:28,2021-10-04,ZI,Zoominfo Technologies Inc.,Cg Subsidiary Holdings L.L.C.,10%,S - Sale,$60.67,"-426,258","60,039,981",-1%,"-$25,859,704",#N/A,#N/A
2021-10-06 16:30:21,2021-10-04,ZI,Zoominfo Technologies Inc.,Carlyle Group Inc.,10%,S - Sale,$60.67,"-426,258","60,039,981",-1%,"-$25,859,704",#N/A,#N/A
2021-10-06 16:30:11,2021-10-04,ZM,"Zoom Video Communications, Inc.",Steckelberg Kelly,CFO,S - Sale+OE,$255.65,"-6,700","2,022",-77%,"-$1,712,836",#N/A,#N/A
2021-10-06 16:27:31,2021-10-04,MDLA,"Medallia, Inc.",Hald Borge,Dir,S - Sale,$33.87,"-312,000","6,596,104",-5%,"-$10,568,330",#N/A,#N/A
2021-10-06 16:26:16,2021-10-05,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,$260.68,"-10,322","18,172,498",0%,"-$2,690,702",#N/A,#N/A
2021-10-06 16:25:01,2021-10-04,HBAN,Huntington Bancshares Inc /md/,Syal Rajeev,SEVP,S - Sale,$16.00,-213,"286,835",0%,"-$3,408",#N/A,#N/A
2021-10-06 16:23:23,2021-10-04,OLO,Olo Inc.,Tucker Matthew J.,"Pres, COO",S - Sale+OE,$28.15,"-40,805",0,-100%,"-$1,148,632",#N/A,#N/A
2021-10-06 16:18:38,2021-10-04,GDP,Goodrich Petroleum Corp,"Anchorage Capital Group, L.L.C.",10%,S - Sale,$24.00,"-150,000","1,150,000",-12%,"-$3,600,000",#N/A,#N/A
2021-10-06 16:15:49,2021-10-04,AN,"Autonation, Inc.","Cascade Investment, L.L.C.",10%,S - Sale,$120.24,"-23,503","11,418,754",0%,"-$2,826,039",#N/A,#N/A
2021-10-06 16:15:24,2021-10-01,EQH,"Equitable Holdings, Inc.",Pearson Mark,"Pres, CEO",S - Sale,$30.02,"-15,000","362,284",-4%,"-$450,323",#N/A,#N/A
2021-10-06 16:15:17,2021-10-01,EQH,"Equitable Holdings, Inc.",Hurd Jeffrey J,"Senior EVP, COO",S - Sale+OE,$30.02,"-15,000","62,592",-19%,"-$450,317",#N/A,#N/A
2021-10-06 16:12:26,2021-10-04,PENN,Penn National Gaming Inc,Snowden Jay A,"Pres, CEO",S - Sale+OE,$77.23,"-148,387","530,496",-22%,"-$11,460,568",#N/A,#N/A
2021-10-06 16:09:09,2021-10-04,MRNA,"Moderna, Inc.",Hoge Stephen,Pres,S - Sale+OE,$307.54,"-20,000","1,765,646",-1%,"-$6,150,800",#N/A,#N/A
2021-10-06 16:06:03,2021-10-04,RDVT,"Red Violet, Inc.","Greater Miami Jewish Federation, Inc.",10%,S - Sale,$26.75,"-41,552","1,370,228",-3%,"-$1,111,704",#N/A,#N/A
2021-10-06 16:05:55,2021-10-04,JRSH,"Jerash Holdings (Us), Inc.",Choi Lin Hung,"COB, CEO, Pres, Treasurer, 10%",S - Sale,$7.00,"-400,000","3,905,875",-9%,"-$2,800,000",#N/A,#N/A
2021-10-06 16:05:50,2021-10-06,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$71.43,#ERROR!,"36,011,904",0%,#ERROR!,13999,999949
2021-10-06 16:05:44,2021-10-04,HIG,"Hartford Financial Services Group, Inc.",Robinson David C,"EVP, GC",S - Sale+OE,$70.85,"-5,469","4,050",-57%,"-$387,479",#N/A,#N/A
2021-10-06 16:05:23,2021-10-04,TYME,"Tyme Technologies, Inc.",Hoffman Steve,"Chief Science Officer, 10%",S - Sale,$1.00,"-156,250","22,678,816",-1%,"-$156,250",#N/A,#N/A
2021-10-06 16:05:16,2021-10-05,ULCC,"Frontier Group Holdings, Inc.",Filene Jacob F.,"SVP, Customers",S - Sale,$17.19,"-2,000","91,594",-2%,"-$34,389",#N/A,#N/A
2021-10-06 16:05:12,2021-10-04,ULCC,"Frontier Group Holdings, Inc.",Mitchell Mark Christopher,Chief Accounting Officer,S - Sale+OE,$16.43,"-74,694","12,844",-85%,"-$1,227,227",#N/A,#N/A
2021-10-06 16:04:13,2021-10-04,AYX,"Alteryx, Inc.",Stoecker Dean,"Dir, 10%",S - Sale+OE,$69.67,"-5,000","161,496",-3%,"-$348,335",#N/A,#N/A
2021-10-06 16:03:50,2021-10-05,HAYW,"Hayward Holdings, Inc.",Roetken Rick,"Pres, North America",S - Sale,$22.13,"-5,800","188,588",-3%,"-$128,330",#N/A,#N/A
2021-10-06 16:01:59,2021-10-04,SMLR,"Semler Scientific, Inc.",Murphy-Chutorian Douglas,"CEO, 10%",S - Sale,$127.28,"-1,250","27,321",-4%,"-$159,099",#N/A,#N/A
2021-10-06 16:01:29,2021-10-04,MSCI,Msci Inc.,Pettit Cd Baer,"Pres, COO",S - Sale,$604.05,"-2,500","245,020",-1%,"-$1,510,117",#N/A,#N/A
2021-10-06 16:00:18,2021-10-04,DCPH,"Deciphera Pharmaceuticals, Inc.",Sherman Matthew L,"EVP, Chief Medical Officer",S - Sale,$33.17,"-2,659","46,029",-5%,"-$88,199",#N/A,#N/A
2021-10-06 15:54:25,2021-10-05,SNCY,"Sun Country Airlines Holdings, Inc.",Davis Brian Edward,"CMO, SVP",S - Sale+OE,$36.28,"-5,063","1,337",-79%,"-$183,661",#N/A,#N/A
2021-10-06 15:53:42,2021-10-05,SNCY,"Sun Country Airlines Holdings, Inc.",Gyurci John,"Chief Acct. Officer, VP, Finan",S - Sale+OE,$36.21,"-7,953","1,035",-88%,"-$288,004",#N/A,#N/A
2021-10-06 15:46:22,2021-10-05,CFB,"Crossfirst Bankshares, Inc.",Robinson Michael Kent,Dir,S - Sale,$13.50,-520,"119,469",0%,"-$7,020",#N/A,#N/A
2021-10-06 15:29:16,2021-10-04,BOH,Bank of Hawaii Corp,Ho Peter S,"COB, CEO, Pres",S - Sale+OE,$83.23,"-5,833","242,022",-2%,"-$485,481",#N/A,#N/A
2021-10-06 14:43:24,2021-10-05,KR,Kroger Co,Foley Todd A,"VP, Controller",S - Sale+OE,$39.83,"-28,874","32,266",-47%,"-$1,149,994",#N/A,#N/A
2021-10-06 14:10:51,2021-10-04,RELI,"Reliance Global Group, Inc.",Reliance Global Holdings LLC,CEO,P - Purchase,$2.58,#ERROR!,"4,814,495",0%,#ERROR!,3101,8001
2021-10-06 13:59:01,2021-10-05,NTGR,"Netgear, Inc.",Lo Patrick Cs,CEO,S - Sale+OE,$32.70,"-18,924","533,363",-3%,"-$618,737",#N/A,#N/A
2021-10-06 12:49:38,2021-10-04,HURN,Huron Consulting Group Inc.,Zumwalt Debra,Dir,S - Sale,$52.00,-300,"22,153",-1%,"-$15,600",#N/A,#N/A
2021-10-06 12:43:26,2021-10-04,LSF,"Laird Superfood, Inc.",Graves Gregory B,Dir,S - Sale,$17.55,"-1,964","25,754",-7%,"-$34,472",#N/A,#N/A
2021-10-06 12:37:37,2021-10-05,NG,Novagold Resources Inc,Dowdall Sharon,Dir,S - Sale+OE,$7.20,"-26,052","38,486",-40%,"-$187,574",#N/A,#N/A
2021-10-06 12:30:17,2021-10-04,OTC,Fomo Corp.,Szoradi Charles Attila,"Advisory Board Member, 10%",S - Sale,$0.00,"-3,967","2,299,464",0%,-$5,#N/A,#N/A
2021-10-06 12:19:10,2021-10-06,HIBB,Hibbett Inc,Longo Michael E,"Pres, CEO",P - Purchase,$70.08,#ERROR!,"42,082",0.13,#ERROR!,5000,350381
2021-10-06 12:00:47,2021-10-04,GALT,Galectin Therapeutics Inc,"10X Fund, L.P.",10%,S - Sale,$3.62,"-10,000","6,228,940",0%,"-$36,200",#N/A,#N/A
2021-10-06 11:25:28,2021-10-04,FFIV,"F5 Networks, Inc.",White Ana Maria,"EVP, CHRO",S - Sale,$199.91,-169,"20,452",-1%,"-$33,785",#N/A,#N/A
2021-10-06 10:48:33,2021-10-04,VZIO,Vizio Holding Corp.,"V-Tw Holdings, LLC",10%,S - Sale,$20.36,"-25,000","11,874,907",0%,"-$509,008",#N/A,#N/A
2021-10-06 10:29:49,2021-10-05,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,185.00",21,"378,826",0%,#ERROR!,21,24885
2021-10-06 9:41:30,2021-10-04,FLXS,Flexsteel Industries Inc,Schmidt Derek P,"CFO, COO",P - Purchase,$30.61,282,"156,844",0%,#ERROR!,282,8641
2021-10-06 9:32:56,2021-10-01,INSW,"International Seaways, Inc.",Pribor Jeffrey,"SVP,CFO, Treasurer",S - Sale,$18.81,"-1,000","43,164",-2%,"-$18,807",#N/A,#N/A
2021-10-06 9:21:09,2021-10-01,BIGC,"Bigcommerce Holdings, Inc.",Mengoli Jeff,"GC, Secretary",S - Sale+OE,$50.96,"-5,000","122,409",-4%,"-$254,800",#N/A,#N/A
2021-10-06 8:15:57,2021-10-04,VZ,Verizon Communications Inc,Silliman Craig L.,"EVP, ChiefAdminLegal, PubPolOf",S - Sale,$54.45,"-1,554","31,323",-5%,"-$84,615",#N/A,#N/A
2021-10-06 8:00:13,2021-10-04,ASPU,"Aspen Group, Inc.",Kass Douglas,Dir,P - Purchase,$5.82,#ERROR!,"118,225",0.01,#ERROR!,1550,9017
2021-10-05 21:49:55,2021-10-04,SEMR,"Semrush Holdings, Inc.",Fetisov Evgeny,CFO,S - Sale+OE,$22.25,"-8,950","13,152",-40%,"-$199,128",#N/A,#N/A
2021-10-05 21:47:30,2021-10-01,CDEV,"Centennial Resource Development, Inc.",Jensen Brent P,"SVP, Chief Accounting Officer",S - Sale,$7.21,"-37,598","1,015,606",-4%,"-$270,971",#N/A,#N/A
2021-10-05 21:36:30,2021-10-01,CNXC,Concentrix Corp,Polk Dennis,Dir,S - Sale+OE,$178.99,"-5,000","21,379",-19%,"-$894,926",#N/A,#N/A
2021-10-05 21:31:09,2021-10-04,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,$108.18,"-21,157","37,103",-36%,"-$2,288,781",#N/A,#N/A
2021-10-05 21:28:45,2021-10-05,IGMS,"Igm Biosciences, Inc.",Keyt Bruce,Chief Scientific Officer,S - Sale+OE,$64.10,"-1,242","4,070",-23%,"-$79,617",#N/A,#N/A
2021-10-05 21:27:24,2021-10-01,SEMR,"Semrush Holdings, Inc.",Shchegolev Oleg,"CEO, 10%",S - Sale+OE,$22.68,"-36,800","2,963,200",-1%,"-$834,804",#N/A,#N/A
2021-10-05 21:25:43,2021-10-04,CNMD,Conmed Corp,Garner Todd W,"EVP, CFO",S - Sale+OE,$130.42,"-8,591",0,-100%,"-$1,120,441",#N/A,#N/A
2021-10-05 21:25:22,2021-10-01,HMMR,Hammer Fiber Optics Holdings Corp,Levitt Erik B,"CEO, Pres",S - Sale,$0.69,"-61,843","109,314",-36%,"-$42,569",#N/A,#N/A
2021-10-05 21:08:52,2021-10-04,POSH,"Poshmark, Inc.",Agrawal Kapil,Interim CFO,S - Sale+OE,$23.59,"-2,342","77,290",-3%,"-$55,241",#N/A,#N/A
2021-10-05 21:05:54,2021-10-04,ALVR,"Allovir, Inc.",Melian Agustin,Chief Medical Officer,S - Sale,$23.91,"-18,689","453,529",-4%,"-$446,862",#N/A,#N/A
2021-10-05 21:01:01,2021-10-04,POSH,"Poshmark, Inc.",McDonald John Michael,COO,S - Sale+OE,$23.59,"-4,579","51,072",-8%,"-$108,005",#N/A,#N/A
2021-10-05 21:00:32,2021-10-01,KLXE,"Klx Energy Services Holdings, Inc.",Robertson Corbin J Jr,Dir,S - Sale,$4.88,"-162,809","316,140",-34%,"-$794,387",#N/A,#N/A
2021-10-05 21:00:20,2021-10-04,KLXE,"Klx Energy Services Holdings, Inc.",Baker Christopher J.,See Remarks,S - Sale,$5.00,"-1,500","234,962",-1%,"-$7,500",#N/A,#N/A
2021-10-05 20:57:59,2021-10-01,PATK,Patrick Industries Inc,Cleveland Todd M,Exec Board COB,S - Sale,$87.46,"-10,000","454,893",-2%,"-$874,621",#N/A,#N/A
2021-10-05 20:55:09,2021-10-04,POSH,"Poshmark, Inc.",Chandra Manish,"Pres, CEO",S - Sale+OE,$23.59,"-3,053","7,298",-29%,"-$72,011",#N/A,#N/A
2021-10-05 20:52:59,2021-10-01,UPST,"Upstart Holdings, Inc.",Girouard Dave,"CEO, 10%",S - Sale,$309.10,"-12,498","987,502",-1%,"-$3,863,074",#N/A,#N/A
2021-10-05 20:51:41,2021-10-01,UPST,"Upstart Holdings, Inc.",Girouard Dave,"CEO, 10%",S - Sale,$301.60,"-125,000","9,596,148",-1%,"-$37,700,412",#N/A,#N/A
2021-10-05 20:48:25,2021-10-01,APO,"Apollo Global Management, Inc.",Harris Joshua,"Dir, 10%",S - Sale+OE,$61.19,"-219,949","3,150,000",-7%,"-$13,457,678",#N/A,#N/A
2021-10-05 20:47:33,2021-10-01,KROS,"Keros Therapeutics, Inc.",Knowles Julius,Dir,S - Sale,$40.10,"-12,686","302,958",-4%,"-$508,755",#N/A,#N/A
2021-10-05 20:45:08,2021-10-04,W,Wayfair Inc.,Fleisher Michael D,CFO,S - Sale,$242.94,"-1,500","103,303",-1%,"-$364,403",#N/A,#N/A
2021-10-05 20:42:23,2021-10-01,XM,Qualtrics International Inc.,Thimsen John,CTO,S - Sale,$43.89,"-1,814","1,142,305",0%,"-$79,609",#N/A,#N/A
2021-10-05 20:41:42,2021-06-01,XM,Qualtrics International Inc.,Beckstead Chris,Pres,S - Sale,$33.73,"-4,077","6,127,291",0%,"-$137,517",#N/A,#N/A
2021-10-05 20:36:51,2021-10-04,CMCT,Cim Commercial Trust Corp,Ressler Richard S,"Dir, 10%",P - Purchase,$8.65,#ERROR!,"9,361,719",0%,#ERROR!,37644,325741
2021-10-05 20:32:27,2021-10-04,CMCT,Cim Commercial Trust Corp,Kuba Shaul,"Dir, 10%",P - Purchase,$8.65,#ERROR!,"9,284,511",0%,#ERROR!,37644,325741
2021-10-05 20:31:56,2021-10-04,CMCT,Cim Commercial Trust Corp,Shemesh Avraham,"Dir, 10%",P - Purchase,$8.65,#ERROR!,"9,284,511",0%,#ERROR!,37644,325741
2021-10-05 20:27:50,2021-10-04,STAA,Staar Surgical Co,Gesten Samuel J,GC,S - Sale,$114.53,"-15,000","27,583",-35%,"-$1,717,950",#N/A,#N/A
