Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,DeltaOwn,Value,Qty2,Value2
2022-03-29 11:13:13,2022-03-28,RDGL,Vivos Inc,Korenko Michael K,"CEO, Pres",P - Purchase,$0.06,#ERROR!,"9,584,890",0.01,#ERROR!,100000,6240
2022-03-29 11:31:55,2022-03-28,AIR,Aar Corp,Gillen Sean M.,VP-CFO,S - Sale+OE,$48.67,"-20,230","35,429",-36%,"-$984,657",#N/A,#N/A
2022-03-29 11:33:14,2022-03-25,MITK,Mitek Systems Inc,Diamond Michael E,General Manager,S - Sale,$14.22,-572,"205,671",0%,"-$8,134",#N/A,#N/A
2022-03-29 11:45:38,2022-03-25,MIXT,Mix Telematics Ltd,Dell Paul M,Chief Accounting Officer,S - Sale,$0.49,"-119,124","1,000",-99%,"-$58,371",#N/A,#N/A
2022-03-29 12:13:07,2022-03-28,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,401.90",20,"368,987",0%,#ERROR!,20,28038
2022-03-29 12:37:36,2022-03-25,CMC,Commercial Metals Co,Smith Barbara,"COB, Pres, CEO",S - Sale,$43.49,"-20,899","699,662",-3%,"-$908,898",#N/A,#N/A
2022-03-29 13:33:29,2022-03-25,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,$269.98,"-19,026","17,323,970",0%,"-$5,136,544",#N/A,#N/A
2022-03-29 14:00:26,2022-03-25,GRIL,"Muscle Maker, Inc.",Roper Michael John,CEO,P - Purchase,$0.52,#ERROR!,"130,000",0.08,#ERROR!,10000,5200
2022-03-29 14:05:47,2022-03-28,LMB,"Limbach Holdings, Inc.",Krzeminski Laurel J,Dir,P - Purchase,$6.81,#ERROR!,"14,599",0.32,#ERROR!,3500,23848
2022-03-29 14:12:16,2022-03-28,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",Zino Brian T,Dir,P - Purchase,$14.31,850,850,New,#ERROR!,850,12161
2022-03-29 14:14:08,2022-03-28,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,$292.16,"-7,538","106,161,027",0%,"-$2,202,264",#N/A,#N/A
2022-03-29 14:14:56,2022-03-28,NPTN,Neophotonics Corp,Jenks Timothy Storrs,CEO,S - Sale,$15.16,"-16,045","522,030",-3%,"-$243,281",#N/A,#N/A
2022-03-29 14:18:56,2022-03-15,WKHS,Workhorse Group Inc.,Mader Pamela S.,Dir,P - Purchase,$3.18,#ERROR!,"53,508",0.31,#ERROR!,12600,40050
2022-03-29 14:42:18,2022-03-28,LEU,Centrus Energy Corp,Poneman Daniel B,"Pres, CEO",S - Sale+OE,$32.03,"-12,000","63,434",-16%,"-$384,353",#N/A,#N/A
2022-03-29 15:36:52,2022-03-28,MAC,Macerich Co,Coppola Edward C,Pres,P - Purchase,$14.98,#ERROR!,"556,510",0.02,#ERROR!,10000,149790
2022-03-29 15:51:45,2022-03-28,ADSK,"Autodesk, Inc.",Hope Stephen W.,"VP, Chief Accounting Officer",S - Sale,$212.30,"-1,626","2,902",-36%,"-$345,200",#N/A,#N/A
2022-03-29 15:52:30,2022-03-28,ADSK,"Autodesk, Inc.",Clifford Deborah,"EVP, CFO",S - Sale,$212.30,"-1,820","13,192",-12%,"-$386,386",#N/A,#N/A
2022-03-29 16:00:19,2022-03-25,IRNT,"Ironnet, Inc.",Gerber James C,CFO,S - Sale,$4.00,"-1,678","1,177,698",0%,"-$6,712",#N/A,#N/A
2022-03-29 16:00:41,2022-03-28,ALBO,"Albireo Pharma, Inc.",Stephenson Pamela,Chief Commercial Officer,S - Sale,$30.53,-454,"46,319",-1%,"-$13,858",#N/A,#N/A
2022-03-29 16:00:57,2022-03-25,IRNT,"Ironnet, Inc.",Closser Donald,Chief Product Officer,S - Sale,$4.00,"-4,304","985,509",0%,"-$17,216",#N/A,#N/A
2022-03-29 16:01:42,2022-03-25,CREX,"Creative Realities, Inc.",Harris Donald A,Dir,P - Purchase,$0.86,#ERROR!,"266,293",0.39,#ERROR!,75400,64844
2022-03-29 16:02:48,2022-03-28,V,Visa Inc.,McInerney Ryan,Pres,S - Sale+OE,$220.00,"-6,466","159,696",-4%,"-$1,422,520",#N/A,#N/A
2022-03-29 16:04:47,2022-03-25,GNLN,"Greenlane Holdings, Inc.",Schoenfeld Adam,"CMO, 10%",S - Sale,$0.70,"-33,000","267,244",-11%,"-$23,057",#N/A,#N/A
2022-03-29 16:06:57,2022-03-28,TISI,Team Inc,Lederman Evan S.,Dir,P - Purchase,$1.56,#ERROR!,"34,300",0.32,#ERROR!,8300,12950
2022-03-29 16:07:31,2022-03-28,NET,"Cloudflare, Inc.",Ledbetter Carl,Dir,S - Sale,$127.21,"-20,000","1,978,612",-1%,"-$2,544,148",#N/A,#N/A
2022-03-29 16:07:41,2022-03-25,BAH,Booz Allen Hamilton Holding Corp,Laben Nancy,"EVP, GC",S - Sale+OE,$88.63,"-27,164","11,064",-71%,"-$2,407,580",#N/A,#N/A
2022-03-29 16:13:28,2022-03-28,DLTR,"Dollar Tree, Inc.",Heinrich Daniel J,Dir,P - Purchase,$156.10,425,"3,575",0.13,#ERROR!,425,66340
2022-03-29 16:15:26,2022-03-29,SAIC,Science Applications International Corp,Mayopoulos Timothy J,Dir,S - Sale+OE,$92.94,"-3,500","9,486",-27%,"-$325,290",#N/A,#N/A
2022-03-29 16:15:32,2022-03-28,LCTX,"Lineage Cell Therapeutics, Inc.",Amin Dipti,Dir,P - Purchase,$1.63,#ERROR!,"35,000",New,#ERROR!,35000,57050
2022-03-29 16:19:34,2022-03-25,AMP,Ameriprise Financial Inc,Alvero Gumer,"Pres-INSURANCE, ANNUITIES",S - Sale+OE,$314.30,"-2,044","8,732",-19%,"-$642,425",#N/A,#N/A
2022-03-29 16:19:42,2022-03-28,SRE,Sempra Energy,Martin Jeffrey W,"COB, CEO, Pres",S - Sale,$162.23,"-30,796","27,427",-53%,"-$4,996,049",#N/A,#N/A
2022-03-29 16:22:15,2022-03-25,AMP,Ameriprise Financial Inc,Cracchiolo James M,"COB, CEO",S - Sale,$314.16,"-56,622","162,241",-26%,"-$17,788,523",#N/A,#N/A
2022-03-29 16:23:01,2022-03-28,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"EVP, GC,amp; Sec",S - Sale,$45.04,"-5,000","194,993",-3%,"-$225,200",#N/A,#N/A
2022-03-29 16:25:02,2022-03-25,NOW,"Servicenow, Inc.",Bedi Christopher,CIO,S - Sale+OE,$581.04,-700,"13,172",-5%,"-$406,728",#N/A,#N/A
2022-03-29 16:26:14,2022-03-28,FISV,Fiserv Inc,Chiarello Guy,COO,S - Sale+OE,$100.04,"-10,000","280,363",-3%,"-$1,000,400",#N/A,#N/A
2022-03-29 16:27:43,2022-03-25,FET,"Forum Energy Technologies, Inc.","Scf Partners, Inc.","Member of Group, 10%",S - Sale,$23.42,"-39,787","697,614",-5%,"-$931,674",#N/A,#N/A
2022-03-29 16:28:22,2022-03-29,FCPT,"Four Corners Property Trust, Inc.",Hansen Douglas B,Dir,P - Purchase,$26.83,#ERROR!,"40,170",0.03,#ERROR!,1000,26830
2022-03-29 16:28:22,2022-03-29,FCPT,"Four Corners Property Trust, Inc.",Hansen Douglas B,Dir,S - Sale,$26.80,"-1,000","40,170",-2%,"-$26,800",#N/A,#N/A
2022-03-29 16:29:16,2022-03-08,NE,Noble Corp,Campbell Laura D.,"VP, CAO, Controller",S - Sale,$32.09,"-4,440",0,-100%,"-$142,457",#N/A,#N/A
2022-03-29 16:29:45,2022-03-25,FUSN,Fusion Pharmaceuticals Inc.,Valliant John,CEO,S - Sale,$7.54,"-10,300","367,260",-3%,"-$77,694",#N/A,#N/A
2022-03-29 16:30:39,2022-03-25,COUP,Coupa Software Inc,Riggs Mark,Chief Customer Officer,S - Sale,$104.87,"-1,013",0,-100%,"-$106,233",#N/A,#N/A
2022-03-29 16:30:51,2022-03-25,MRO,Marathon Oil Corp,Tillman Lee M,"COB, Pres, CEO",S - Sale+OE,$26.09,"-270,588","1,070,088",-20%,"-$7,059,830",#N/A,#N/A
2022-03-29 16:31:15,2022-03-29,APR,"Apria, Inc.",Apria Holdings LLC,10%,S - Sale,$37.50,"-14,187,515",0,-100%,"-$532,031,813",#N/A,#N/A
2022-03-29 16:31:17,2022-03-25,AVGO,Broadcom Inc.,Delly Gayla J,Dir,S - Sale,$624.67,-200,"3,051",-6%,"-$124,934",#N/A,#N/A
2022-03-29 16:31:42,2022-03-29,APR,"Apria, Inc.",Blackstone Inc,10%,S - Sale,$37.50,"-14,187,515",0,-100%,"-$532,031,813",#N/A,#N/A
2022-03-29 16:32:05,2022-03-25,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,S - Sale,$81.01,"-22,800","5,112,886",0%,"-$1,847,028",#N/A,#N/A
2022-03-29 16:36:44,2022-03-25,AR,Antero Resources Corp,Clark Robert J,Dir,S - Sale,$30.00,"-10,000","83,107",-11%,"-$300,000",#N/A,#N/A
2022-03-29 16:37:05,2022-03-26,TRNS,Transcat Inc,Rudow Lee D.,"Pres, CEO",S - Sale+OE,$74.21,"-5,210","126,397",-4%,"-$386,634",#N/A,#N/A
2022-03-29 16:37:29,2022-03-28,NFG,National Fuel Gas Co,Tanski Ronald J,Dir,S - Sale,$68.96,"-42,555","385,562",-10%,"-$2,934,388",#N/A,#N/A
2022-03-29 16:38:35,2022-03-25,DASH,"Doordash, Inc.",Sherringham Tia,"GC, Secretary",S - Sale+OE,$113.94,-625,"23,757",-3%,"-$71,213",#N/A,#N/A
2022-03-29 16:40:40,2022-03-25,CLR,"Continental Resources, Inc",Stark Jack H,Pres,S - Sale,$64.23,"-25,000","790,311",-3%,"-$1,605,630",#N/A,#N/A
2022-03-29 16:42:43,2022-03-23,VIA,"Via Renewables, Inc.",Maxwell W Keith III,"CEO, 10%",P - Purchase,$8.06,#ERROR!,"3,555,002",0%,#ERROR!,4000,32230
2022-03-29 16:42:49,2022-03-25,HD,"Home Depot, Inc.",Padilla Hector A,"EVP - Outside Sales, Service",S - Sale+OE,$309.80,-504,"11,229",-4%,"-$156,139",#N/A,#N/A
2022-03-29 16:45:32,2022-03-28,BSX,Boston Scientific Corp,Meredith Ian T,EVP Global Chief Med Officer,S - Sale,$43.68,"-6,588","28,082",-19%,"-$287,764",#N/A,#N/A
2022-03-29 16:45:55,2022-03-25,LPG,Dorian Lpg Ltd.,Coleman Thomas Jason,Dir,S - Sale,$14.90,"-100,000","3,545,336",-3%,"-$1,490,000",#N/A,#N/A
2022-03-29 16:46:08,2022-03-28,HONE,"Harborone Bancorp, Inc.",Blake James W.,CEO,S - Sale+OE,$14.11,"-50,000","288,840",-15%,"-$705,295",#N/A,#N/A
2022-03-29 16:47:34,2022-03-16,PLMR,"Palomar Holdings, Inc.",Uchida T Christopher,CFO,S - Sale,$62.20,-500,"26,425",-2%,"-$31,100",#N/A,#N/A
2022-03-29 16:47:42,2022-03-28,MLSS,Milestone Scientific Inc.,Osser Leonard,Dir,S - Sale,$1.33,"-7,110","4,272,238",0%,"-$9,456",#N/A,#N/A
2022-03-29 16:52:15,2022-03-01,BRTX,"Biorestorative Therapies, Inc.",Broadrick Dale,10%,P - Purchase,$5.09,#ERROR!,"507,125",0.44,#ERROR!,155950,794110
2022-03-29 16:53:02,2022-03-25,CRC,California Resources Corp,Goldentree Asset Management LP,10%,S - Sale,$49.35,"-609,209","8,104,086",-7%,"-$30,065,788",#N/A,#N/A
2022-03-29 16:58:28,2022-03-28,TYME,"Tyme Technologies, Inc.",Demurjian Michael,10%,S - Sale,$0.35,"-20,000","23,728,846",0%,"-$6,900",#N/A,#N/A
2022-03-29 17:00:20,2022-03-25,PINE,"Alpine Income Property Trust, Inc.","Cto Realty Growth, Inc.",10%,P - Purchase,$18.49,#ERROR!,"828,643",0%,#ERROR!,1291,23867
2022-03-29 17:10:44,2022-03-25,ETR,Entergy Corp /de/,Denault Leo P,"COB, CEO",S - Sale+OE,$115.02,"-37,662","375,267",-9%,"-$4,331,854",#N/A,#N/A
2022-03-29 17:11:42,2022-03-25,ETR,Entergy Corp /de/,Marsh Andrew S,"EVP, CFO",S - Sale+OE,$115.02,"-32,000","105,480",-23%,"-$3,680,640",#N/A,#N/A
2022-03-29 17:12:17,2022-03-28,NVT,Nvent Electric Plc,Merriman Ronald,Dir,S - Sale+OE,$35.17,"-3,947","34,519",-10%,"-$138,816",#N/A,#N/A
2022-03-29 17:12:29,2022-03-28,GWRS,"Global Water Resources, Inc.",Cohn Andrew M.,Dir,P - Purchase,$15.95,#ERROR!,"1,955,240",0%,#ERROR!,3408,54365
2022-03-29 17:14:22,2022-03-25,VRM,"Vroom, Inc.",Mylod Robert J Jr,Dir,S - Sale,$2.85,"-14,667","1,738,678",-1%,"-$41,848",#N/A,#N/A
2022-03-29 17:14:49,2022-03-15,GWRS,"Global Water Resources, Inc.",Cohn Andrew M.,Dir,P - Purchase,$16.00,#ERROR!,"1,951,832",0%,#ERROR!,1000,16000
2022-03-29 17:16:06,2022-03-25,DBX,"Dropbox, Inc.",Regan Timothy,CFO,S - Sale,$23.23,"-2,500","360,324",-1%,"-$58,075",#N/A,#N/A
2022-03-29 17:20:43,2022-03-25,CSV,Carriage Services Inc,Olaniyan Adeola,Principal Accounting Officer,S - Sale+OE,$54.66,-595,"7,730",-7%,"-$32,523",#N/A,#N/A
2022-03-29 17:25:14,2022-03-25,FTCV,Fintech Acquisition Corp V,"Luxor Capital Group, LP",10%,S - Sale,$9.85,"-3,440,618",0,-100%,"-$33,898,855",#N/A,#N/A
2022-03-29 17:28:06,2022-03-29,EA,Electronic Arts Inc.,Wilson Andrew,"CEO, Dir",S - Sale,$128.58,"-10,000","161,114",-6%,"-$1,285,813",#N/A,#N/A
2022-03-29 17:30:03,2022-03-28,MACK,Merrimack Pharmaceuticals Inc,Crocker Gary L,See Remarks,P - Purchase,$6.16,#ERROR!,"109,877",0.05,#ERROR!,5000,30822
2022-03-29 17:30:13,2022-03-25,INDT,"Indus Realty Trust, Inc.","Ccp Sbs Gp, LLC",10%,P - Purchase,$73.12,#ERROR!,"9,357",1.25,#ERROR!,5200,380228
2022-03-29 17:40:21,2022-03-28,IMMR,Immersion Corp,Jose Francis,"CEO, GC",S - Sale+OE,$5.26,"-3,915","25,990",-13%,"-$20,593",#N/A,#N/A
2022-03-29 17:43:13,2022-03-25,MDV,Modiv Inc.,Tirondola Connie,Dir,P - Purchase,$17.18,1,154,0.01,#ERROR!,1,15
2022-03-29 17:43:34,2022-03-25,MDV,Modiv Inc.,Halfacre Aaron Scott,CEO,P - Purchase,$17.65,#ERROR!,"16,763",0.92,#ERROR!,8048,142033
2022-03-29 17:44:18,2022-03-25,MDV,Modiv Inc.,McWilliams Curtis B,Dir,P - Purchase,$17.18,55,"9,915",0.01,#ERROR!,55,942
2022-03-29 17:44:39,2022-03-25,MDV,Modiv Inc.,Markman Adam Scott,Dir,P - Purchase,$17.18,53,"9,573",0.01,#ERROR!,53,909
2022-03-29 17:45:03,2022-03-25,MDV,Modiv Inc.,Pacini Raymond J,CFO,P - Purchase,$17.25,#ERROR!,"1,333",3,#ERROR!,1000,17250
2022-03-29 17:45:29,2022-03-25,MDV,Modiv Inc.,Nolan Thomas H Jr,Dir,P - Purchase,$17.18,52,"9,314",0.01,#ERROR!,52,885
2022-03-29 17:45:49,2022-03-25,MDV,Modiv Inc.,Ishaq Asma,Dir,P - Purchase,$17.18,1,154,0.01,#ERROR!,1,15
2022-03-29 17:46:07,2022-03-25,MDV,Modiv Inc.,Smith Kimberly J,Dir,P - Purchase,$17.18,1,154,0.01,#ERROR!,1,15
2022-03-29 18:01:10,2022-03-25,DDOG,"Datadog, Inc.",De Madre Armelle,Chief People Officer,S - Sale+OE,$146.35,"-5,625","52,509",-10%,"-$823,190",#N/A,#N/A
2022-03-29 18:04:03,2022-03-25,RIBT,Ricebran Technologies,Continental Grain Co,10%,S - Sale,$0.50,"-585,339","10,063,729",-5%,"-$290,064",#N/A,#N/A
2022-03-29 18:06:33,2020-06-11,SBAC,Sba Communications Corp,Cavanagh Brendan Thomas,"EVP, CFO",P - Purchase,$284.60,13,"50,819",0%,#ERROR!,13,3700
2022-03-29 18:06:33,2021-03-02,SBAC,Sba Communications Corp,Cavanagh Brendan Thomas,"EVP, CFO",S - Sale+OE,$247.47,-3,"50,819",0%,-$742,#N/A,#N/A
2022-03-29 18:08:43,2022-03-29,ZANDZ,"Zillow Group, Inc.",Samuelson Errol G,Chief Industry Dev. Officer,S - Sale,$55.28,"-2,977","87,317",-3%,"-$164,555",#N/A,#N/A
2022-03-29 18:08:55,2022-03-25,ELVT,"Elevate Credit, Inc.",Greever Scott,COO,S - Sale,$3.07,"-15,000","80,496",-16%,"-$46,050",#N/A,#N/A
2022-03-29 18:09:32,2022-03-28,THG,"Hanover Insurance Group, Inc.",Roche John C,"Pres, CEO",S - Sale+OE,$150.23,"-7,258","74,843",-9%,"-$1,090,397",#N/A,#N/A
2022-03-29 18:11:24,2022-03-29,COO,"Cooper Companies, Inc.",Weiss Robert S,Dir,S - Sale+OE,$415.24,"-13,039","143,070",-8%,"-$5,414,368",#N/A,#N/A
2022-03-29 18:11:51,2022-03-25,FDP,Fresh Del Monte Produce Inc,Sauter Hans,"SVP, R, D, Agriculture",S - Sale+OE,$26.31,"-2,394","2,231",-52%,"-$62,981",#N/A,#N/A
2022-03-29 18:12:13,2022-03-25,FDP,Fresh Del Monte Produce Inc,Bezerra Eduardo Guarita,"SVP, CFO",S - Sale+OE,$26.31,-245,788,-24%,"-$6,446",#N/A,#N/A
2022-03-29 18:12:27,2022-03-28,RBOT,Vicarious Surgical Inc.,Sachs Adam David,"Pres, CEO, 10%",S - Sale,$4.23,"-8,537","170,527",-5%,"-$36,112",#N/A,#N/A
2022-03-29 18:13:13,2022-03-28,RBOT,Vicarious Surgical Inc.,Morris June,"CLO, Gen.Counsel, Sec",S - Sale,$4.11,"-2,285","45,052",-5%,"-$9,391",#N/A,#N/A
2022-03-29 18:17:26,2022-03-25,PING,Ping Identity Holding Corp.,Durand Andre Wong,"CEO, Dir",S - Sale+OE,$26.04,"-100,000","413,490",-19%,"-$2,603,690",#N/A,#N/A
2022-03-29 18:21:45,2022-03-28,CRM,"Salesforce.Com, Inc.",Benioff Marc,"COB, co-CEO",S - Sale+OE,$212.58,"-2,300","28,918,241",0%,"-$488,930",#N/A,#N/A
2022-03-29 18:27:57,2022-03-25,ROIV,Roivant Sciences Ltd.,Kumar Rakhi,Chief Accounting Officer,S - Sale,$5.06,"-7,281","165,049",-4%,"-$36,842",#N/A,#N/A
2022-03-29 18:29:26,2022-03-25,ROIV,Roivant Sciences Ltd.,Gline Matthew,CEO,S - Sale,$5.06,"-35,386","1,471,897",-2%,"-$179,053",#N/A,#N/A
2022-03-29 18:31:27,2022-03-25,ROIV,Roivant Sciences Ltd.,Venker Eric,"Pres, COO",S - Sale,$5.06,"-80,045","1,308,948",-6%,"-$405,028",#N/A,#N/A
2022-03-29 18:31:28,2022-03-29,PWR,"Quanta Services, Inc.",Wayne Donald,"EVP, GC",S - Sale,$136.68,"-1,817","65,395",-3%,"-$248,348",#N/A,#N/A
2022-03-29 18:34:27,2022-03-25,ALIT,"Alight, Inc. / Delaware",Foley William P II,Dir,S - Sale,$10.09,"-450,000","14,413,199",-3%,"-$4,542,500",#N/A,#N/A
2022-03-29 18:36:02,2022-03-26,DBI,Designer Brands Inc.,Turner Mary,EVP;Pres DesignerBrands Canada,S - Sale+OE,$13.69,"-2,554","15,050",-15%,"-$34,964",#N/A,#N/A
2022-03-29 19:07:11,2022-03-25,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,$81.01,#ERROR!,"5,112,886",0%,#ERROR!,22800,1847028
2022-03-29 19:07:48,2022-03-25,RVMD,"Revolution Medicines, Inc.",Schroeder Thilo,Dir,P - Purchase,$24.79,#ERROR!,"3,939,529",0.01,#ERROR!,42725,1059247
2022-03-29 19:26:42,2022-03-28,NVDA,Nvidia Corp,Coxe Tench,Dir,S - Sale,$274.06,"-100,000","4,285,524",-2%,"-$27,405,720",#N/A,#N/A
2022-03-29 19:33:35,2022-03-28,ASMB,"Assembly Biosciences, Inc.",Okazaki Jason A,COO,S - Sale,$2.24,"-4,617","64,633",-7%,"-$10,363",#N/A,#N/A
2022-03-29 19:38:48,2022-03-29,COST,Costco Wholesale Corp /new,Rose Timothy L.,EVP,S - Sale,$566.29,"-4,000","28,409",-12%,"-$2,265,145",#N/A,#N/A
2022-03-29 19:44:00,2022-03-25,ISEE,"Iveric Bio, Inc.",Sblendorio Glenn,CEO,S - Sale+OE,$17.06,"-18,775","279,689",-6%,"-$320,302",#N/A,#N/A
2022-03-29 19:45:40,2022-03-25,ISEE,"Iveric Bio, Inc.",Carroll David Francis,CFO,S - Sale+OE,$17.02,"-16,772","62,935",-21%,"-$285,387",#N/A,#N/A
2022-03-29 19:58:57,2022-03-25,STIM,"Neuronetics, Inc.",Cannell Capital LLC,10%,P - Purchase,$2.96,#ERROR!,"2,728,460",0.02,#ERROR!,60848,179996
2022-03-29 20:05:12,2022-03-28,NTRA,"Natera, Inc.",Brophy Michael Burkes,CFO,S - Sale+OE,$39.63,-915,"161,413",-1%,"-$36,260",#N/A,#N/A
2022-03-29 20:05:18,2022-03-28,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,$39.63,"-2,605","60,676",-4%,"-$103,233",#N/A,#N/A
2022-03-29 20:05:25,2022-03-28,NTRA,"Natera, Inc.",Rabinowitz Daniel,"SEC., GC",S - Sale+OE,$39.63,-686,"143,039",0%,"-$27,185",#N/A,#N/A
2022-03-29 20:05:30,2022-03-28,NTRA,"Natera, Inc.",Sheena Jonathan,CO-FOUNDER,S - Sale+OE,$39.63,-134,"564,348",0%,"-$5,310",#N/A,#N/A
2022-03-29 20:05:35,2022-03-28,NTRA,"Natera, Inc.",Schueren Robert Alan,COO,S - Sale+OE,$39.63,"-1,382","90,105",-2%,"-$54,767",#N/A,#N/A
2022-03-29 20:13:17,2022-03-25,ENV,"Envestnet, Inc.",Cooper Barry D.,"SVP, Head of Accounting Mgmt.",S - Sale,$73.73,-678,"27,652",-2%,"-$49,989",#N/A,#N/A
2022-03-29 20:24:31,2022-03-25,INSP,"Inspire Medical Systems, Inc.",Nelson Marilyn C,Dir,S - Sale,$255.01,"-15,000","89,840",-14%,"-$3,825,076",#N/A,#N/A
2022-03-29 20:25:29,2022-03-25,VNOM,Viper Energy Partners LP,Bx Guidon Topco LLC,10%,S - Sale,$31.31,"-45,000","12,872,999",0%,"-$1,408,775",#N/A,#N/A
2022-03-29 20:27:43,2022-03-25,VNOM,Viper Energy Partners LP,Blackstone Holdings III L.P.,10%,S - Sale,$31.31,"-45,000","12,872,999",0%,"-$1,408,775",#N/A,#N/A
2022-03-29 20:31:04,2022-03-25,INSP,"Inspire Medical Systems, Inc.",Herbert Timothy P.,"CEO, Pres",S - Sale,$250.52,"-130,000","232,737",-36%,"-$32,568,000",#N/A,#N/A
2022-03-29 20:40:48,2022-03-25,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Dir,S - Sale,$50.66,"-114,121","4,154,429",-3%,"-$5,781,098",#N/A,#N/A
2022-03-29 20:53:14,2022-03-25,OTIC,"Otonomy, Inc.",Cayer Paul E,"Ch. Financial, Business Offcr",S - Sale,$2.40,"-9,639","223,787",-4%,"-$23,159",#N/A,#N/A
2022-03-29 20:54:35,2022-03-25,OTIC,"Otonomy, Inc.",Foster Alan Charles,Chief Scientific Officer,S - Sale,$2.40,"-4,386","177,017",-2%,"-$10,538",#N/A,#N/A
2022-03-29 20:58:28,2022-03-25,OTIC,"Otonomy, Inc.",Savel Robert Michael II,Chief Technical Officer,S - Sale,$2.40,"-5,699","145,735",-4%,"-$13,692",#N/A,#N/A
2022-03-29 20:59:36,2022-03-25,OTIC,"Otonomy, Inc.",Weber David Allen,"Pres, CEO",S - Sale,$2.40,"-19,269","399,375",-5%,"-$46,295",#N/A,#N/A
2022-03-29 21:01:20,2022-03-02,SCND,Scientific Industries Inc,Frampton Marcus,Dir,P - Purchase,$5.50,#ERROR!,"17,313",0.68,#ERROR!,7000,38500
2022-03-29 21:01:24,2022-03-25,CPE,Callon Petroleum Co,"Primexx Energy Partners, Ltd",10%,S - Sale,$61.89,"-130,000","1,869,062",-7%,"-$8,045,168",#N/A,#N/A
2022-03-29 21:02:46,2022-03-25,CPE,Callon Petroleum Co,Blackstone Holdings III L.P.,10%,S - Sale,$61.89,"-130,000","1,869,062",-7%,"-$8,045,168",#N/A,#N/A
2022-03-29 21:24:03,2022-02-10,PD,"Pagerduty, Inc.",Wilson Howard,CFO,S - Sale+OE,$34.13,"-23,164","326,939",-7%,"-$790,530",#N/A,#N/A
2022-03-29 21:34:41,2022-03-25,PD,"Pagerduty, Inc.",Wilson Howard,CFO,S - Sale+OE,$35.35,"-60,336","316,603",-16%,"-$2,132,884",#N/A,#N/A
2022-03-29 21:45:42,2022-03-25,CHPT,"Chargepoint Holdings, Inc.",Jansen Colleen,CMO,S - Sale+OE,$19.00,"-3,500","362,013",-1%,"-$66,500",#N/A,#N/A
2022-03-29 21:57:25,2022-03-25,AN,"Autonation, Inc.",Lampert Edward S,10%,S - Sale,$112.22,"-32,985","9,593,557",0%,"-$3,701,705",#N/A,#N/A
2022-03-30 7:20:14,2022-03-29,TCON,"Tracon Pharmaceuticals, Inc.",Brown Scott B.,CFO,P - Purchase,$2.82,#ERROR!,"8,628",0.13,#ERROR!,1000,2820
2022-03-30 7:38:32,2022-03-28,IRMD,Iradimed Corp,Susi Roger E.,"Pres, CEO, COB, 10%",S - Sale,$52.95,"-10,000","5,397,950",0%,"-$529,546",#N/A,#N/A
2022-03-30 7:54:24,2022-03-28,CMTV,Community Bancorp /vt,Couture Jacques R,Dir,P - Purchase,$22.75,750,"35,184",0.02,#ERROR!,750,17063
2022-03-30 8:30:32,2022-03-29,PQEFF,Petroteq Energy Inc.,Cantone Anthony J,10%,P - Purchase,$0.32,#ERROR!,"77,974,576",0.01,#ERROR!,426100,134903
2022-03-30 8:46:52,2022-03-29,LPTH,Lightpath Technologies Inc,Peck Darcie,Dir,P - Purchase,$2.08,#ERROR!,"45,907",0.96,#ERROR!,22500,46876
2022-03-30 8:56:34,2022-03-28,CLNN,Clene Inc.,Matlin David J,Dir,P - Purchase,$3.16,#ERROR!,"1,861,397",0.01,#ERROR!,18648,58933
2022-03-30 9:00:08,2022-03-29,VRAR,"Glimpse Group, Inc.",Ruckdaeschel Alexander,Dir,P - Purchase,$6.22,#ERROR!,"3,000",0.5,#ERROR!,1000,6220
2022-03-30 10:16:13,2022-03-28,MTEX,Mannatech Inc,Robbins Kevin Andrew,Dir,S - Sale,$36.57,"-1,100","13,031",-8%,"-$40,227",#N/A,#N/A
2022-03-30 10:28:07,2022-03-29,CYTH,"Cyclo Therapeutics, Inc.",Sieger Markus,Dir,P - Purchase,$2.73,#ERROR!,"81,689",0.14,#ERROR!,10000,27300
2022-03-30 11:08:17,2022-03-29,NXST,"Nexstar Media Group, Inc.",Muse John R,Dir,S - Sale,$186.93,"-10,775","2,400",-82%,"-$2,014,115",#N/A,#N/A
2022-03-30 11:28:45,2022-03-28,AXR,Amrep Corp.,Karabots Nick G,10%,S - Sale,$10.45,"-2,096,061",0,-100%,"-$21,903,837",#N/A,#N/A
2022-03-30 11:37:03,2022-03-28,DRI,Darden Restaurants Inc,Chugg Juliana L,Dir,P - Purchase,$129.02,#ERROR!,"1,925",New,#ERROR!,1925,248354
