X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
D,11/3/21 18:14,11/3/21,FTNT,"Fortinet, Inc.",Whittle John,"VP Corp Dev, Strat Alliance,GC",S - Sale+OE,$330.06 ,"-1,153",0,-100%,"($380,559)",,,,
D,11/3/21 18:23,11/3/21,GOOG,Alphabet Inc.,Pichai Sundar,CEO,S - Sale+OE,"$2,916.00 ","-3,000","87,000",-3%,"($8,748,002)",,,,
,11/3/21 18:42,11/3/21,MATX,"Matson, Inc.",Cox Matthew J,"COB, CEO",S - Sale,$82.40 ,"-5,000","260,544",-2%,"($412,023)",,,,
,11/3/21 19:01,11/3/21,CVNA,Carvana Co.,Taira Thomas,"Pres, Special Projects",S - Sale,$300.31 ,-155,"42,675",0%,"($46,548)",,,,
,11/3/21 19:18,11/3/21,FORZ,Forza Innovations Inc,Forzani Johnny,"Pres, Secretary, Treas., 10%",S - Sale,$0.17 ,"-5,000","270,364,007",0%,($850),,,,
,11/3/21 19:54,11/3/21,EYEN,"Eyenovia, Inc.",Ianchulev Tsontcho,CEO,P - Purchase,$4.04 ,"30,000","1,192,562",3%,"$121,206 ",,,,
,11/3/21 20:23,11/3/21,PANW,Palo Alto Networks Inc,McLaughlin Mark D,Dir,S - Sale,$507.22 ,"-1,500","101,177",-1%,"($760,823)",,,,
D,11/3/21 21:25,11/3/21,FB,"Meta Platforms, Inc.",Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$329.41 ,"-77,300","876,706",-8%,"($25,463,482)",,,,
,11/3/21 21:29,11/3/21,SCHN,"Schnitzer Steel Industries, Inc.",Heiskell Steven,"SVP, Products, Services",S - Sale,$52.26 ,"-7,908","111,386",-7%,"($413,272)",,,,
,11/3/21 21:33,11/3/21,SCHN,"Schnitzer Steel Industries, Inc.",Saba Peter B,"SVP, GC, Corp. Secretary",S - Sale,$51.60 ,"-6,038","60,433",-9%,"($311,561)",,,,
,11/3/21 21:36,11/3/21,SCHN,"Schnitzer Steel Industries, Inc.",Henderson Michael R,"SVP, Pres, Operations",S - Sale,$52.11 ,"-7,721","120,755",-6%,"($402,341)",,,,
D,11/4/21 6:09,11/3/21,BKR,Baker Hughes Co,General Electric Co,10%,S - Sale+OE,$25.00 ,"-47,380,978","166,645,919",-22%,"($1,184,524,450)",,,,
,11/4/21 8:00,11/3/21,DBTX,"Decibel Therapeutics, Inc.",Trask Anna,See Remarks,S - Sale,$8.34 ,-378,"7,533",-5%,"($3,152)",,,,
,11/4/21 9:00,11/3/21,RILY,"B. Riley Financial, Inc.",Young Kenneth M,Pres,P - Purchase,$78.31 ,"1,000","172,376",1%,"$78,313 ",,,,
D,11/4/21 9:03,11/3/21,VICR,Vicor Corp,McNamara Michael,GM Mfg. Ops.,S - Sale+OE,$155.47 ,"-15,000",40,-100%,"($2,332,092)",,,,
,11/4/21 9:33,11/3/21,PG,Procter & Gamble Co,Francisco Ma. Fatima,"CEO - Baby, Fem, Family Care",S - Sale,$145.00 ,"-3,400","33,381",-9%,"($493,000)",,,,
,11/4/21 10:30,11/3/21,BWFG,"Bankwell Financial Group, Inc.",Ivanov Penko Krassimir,"EVP, CFO",P - Purchase,$30.62 ,150,"23,447",1%,"$4,593 ",,,,
,11/4/21 10:34,11/3/21,LBAI,Lakeland Bancorp Inc,Hanson James E. II,Dir,P - Purchase,$18.96 ,"1,025","87,992",1%,"$19,434 ",,,,
,11/4/21 10:42,11/3/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,274.00 ",22,"366,561",0%,"$28,028 ",,,,
,11/4/21 11:11,11/3/21,QNBC,Qnb Corp,Bimes Randy S.,Dir,P - Purchase,$35.90 ,"7,000","107,483",7%,"$251,300 ",,,,
D,11/4/21 12:28,11/3/21,CBNK,Capital Bancorp Inc,Ashman Stephen N,Dir,S - Sale+OE,$26.54 ,"-18,785","429,201",-4%,"($498,554)",,,,
,11/4/21 12:31,11/3/21,FUNC,First United Corp/md/,Barr John F.,Dir,P - Purchase,$19.99 ,450,"22,301",2%,"$8,996 ",,,,
D,11/4/21 12:40,11/3/21,NG,Novagold Resources Inc,Madhavpeddi Kalidas V,Dir,S - Sale+OE,$7.48 ,-11,"156,690",0%,($82),,,,
DM,11/4/21 12:57,11/3/21,NG,Novagold Resources Inc,Lang Gregory A.,"Pres, CEO",S - Sale+OE,$7.38 ,"-48,610","1,987,482",-2%,"($358,661)",,,,
,11/4/21 13:17,11/3/21,EL,Estee Lauder Companies Inc,O'Hare Michael,EVP-Global HR,S - Sale,$335.00 ,"-1,961",0,-100%,"($656,935)",,,,
,11/4/21 13:24,11/3/21,FNWB,First Northwest Bancorp,Tonina Norman J. Jr.,Dir,P - Purchase,$18.28 ,"1,670","32,542",5%,"$30,528 ",,,,
,11/4/21 14:15,11/3/21,EBMT,"Eagle Bancorp Montana, Inc.",Walsh Kenneth M,Dir,S - Sale,$22.77 ,-85,"206,085",0%,"($1,936)",,,,
,11/4/21 14:20,11/3/21,FFIV,"F5 Networks, Inc.",Rogers Scot Frazier,"EVP, GC",S - Sale,$220.53 ,"-7,975","9,353",-46%,"($1,758,738)",,,,
D,11/4/21 14:52,11/3/21,SEIC,Sei Investments Co,McGonigle Dennis,EVP,S - Sale+OE,$62.79 ,"-17,500","1,170,826",-1%,"($1,098,825)",,,,
D,11/4/21 15:33,11/3/21,JBHT,Hunt J B Transport Services Inc,McGee Eric,EVP Highway Services,S - Sale+OE,$194.41 ,-250,"7,042",-3%,"($48,603)",,,,
,11/4/21 15:33,11/3/21,VICR,Vicor Corp,Vinciarelli Patrizio,"COB, CEO, 10%",S - Sale,$154.91 ,"-16,229","9,691,453",0%,"($2,514,012)",,,,
,11/4/21 16:00,11/3/21,INMB,"Inmune Bio, Inc.",Lowdell Mark William,"Chief Scientific Officer, 10%",S - Sale,$20.00 ,-701,"1,472,793",0%,"($14,020)",,,,
,11/4/21 16:00,11/3/21,INMB,"Inmune Bio, Inc.",Moss David J,"CFO, Treasurer, Secretary, 10%",S - Sale,$20.00 ,"-1,025","1,219,158",0%,"($20,500)",,,,
,11/4/21 16:00,11/3/21,INMB,"Inmune Bio, Inc.",Tesi Raymond Joseph,"Pres, CEO, 10%",S - Sale,$20.00 ,"-3,626","1,490,674",0%,"($72,520)",,,,
D,11/4/21 16:04,11/3/21,AME,Ametek Inc/,Eginton William D,SVP-CORP. DEVELOPMENT,S - Sale+OE,$139.82 ,"-27,337","83,375",-25%,"($3,822,235)",,,,
,11/4/21 16:07,11/3/21,SIGI,Selective Insurance Group Inc,Senia Vincent M,"EVP, Chief Actuary",S - Sale,$80.15 ,"-7,802","14,163",-36%,"($625,344)",,,,
,11/4/21 16:07,11/3/21,SIGI,Selective Insurance Group Inc,Lanza Michael H,"EVP, GC",S - Sale,$80.08 ,"-5,406","22,948",-19%,"($432,886)",,,,
D,11/4/21 16:06,11/3/21,BAND,Bandwidth Inc.,Morken David A.,"COB, CEO, 10%",S - Sale+OE,$85.25 ,-110,"2,620",-4%,"($9,378)",,,,
D,11/4/21 16:10,11/3/21,AME,Ametek Inc/,Hardin John Wesley,Pres - ELECTRONIC INSTRUMENTS,S - Sale+OE,$140.00 ,"-27,750","77,678",-26%,"($3,885,000)",,,,
D,11/4/21 16:11,11/3/21,TDOC,"Teladoc Health, Inc.",Verstraete Stephany,CMO,S - Sale+OE,$154.25 ,"-1,000","22,278",-4%,"($154,250)",,,,
D,11/4/21 16:12,11/3/21,BAND,Bandwidth Inc.,Carreker Marina C.,Pres,S - Sale+OE,$85.21 ,-4,"4,102",0%,($341),,,,
,11/4/21 16:16,11/3/21,OC,Owens Corning,Russell Paula,"EVP, CHRO",S - Sale,$95.00 ,"-2,000","16,531",-11%,"($190,000)",,,,
D,11/4/21 16:16,11/3/21,BAND,Bandwidth Inc.,Bottorff Rebecca,Chief People Officer,S - Sale+OE,$85.34 ,-37,"6,476",-1%,"($3,158)",,,,
D,11/4/21 16:17,11/3/21,NXGN,"Nextgen Healthcare, Inc.",Waters Mitchell,"EVP, Commercial Growth",S - Sale+OE,$17.00 ,"-3,349","69,968",-5%,"($56,933)",,,,
,11/4/21 16:18,11/3/21,MASS,908 Devices Inc.,Brown Christopher D.,CTO,S - Sale,$32.86 ,"-15,000","1,008,912",-1%,"($492,929)",,,,
,11/4/21 16:20,11/3/21,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,$27.31 ,"-2,500","1,669,391",0%,"($68,265)",,,,
D,11/4/21 16:19,11/3/21,MRK,"Merck & Co., Inc.",Karachun Rita A,SVP Fince-Global Controller,S - Sale+OE,$88.45 ,"-25,000","35,799",-41%,"($2,211,215)",,,,
D,11/4/21 16:22,11/3/21,BAND,Bandwidth Inc.,Gonzalez Gabriela,"SVP Finance, Controller",S - Sale+OE,$85.32 ,-46,"7,990",-1%,"($3,925)",,,,
D,11/4/21 16:21,11/3/21,ZION,"Zions Bancorporation, National Association /ut/",Young Mark Richard,EVP,S - Sale+OE,$65.00 ,"-1,262","10,028",-11%,"($82,030)",,,,
,11/4/21 16:23,11/3/21,CTO,"Cto Realty Growth, Inc.",Franklin Laura M,Dir,P - Purchase,$54.45 ,915,"9,398",11%,"$49,822 ",,,,
M,11/4/21 16:23,11/3/21,SREV,"Servicesource International, Inc.","Edenbrook Capital, LLC",10%,P - Purchase,$1.30 ,"240,000","19,802,801",1%,"$311,550 ",,,,
,11/4/21 16:32,11/3/21,HBAN,Huntington Bancshares Inc /md/,Jones Michael Scott,SEVP of Significant Subsidiary,S - Sale,$16.14 ,"-50,000","408,537",-11%,"($806,860)",,,,
,11/4/21 16:31,11/3/21,HBAN,Huntington Bancshares Inc /md/,Phelan Kenneth J,Dir,P - Purchase,$15.71 ,"20,000","54,249",58%,"$314,220 ",,,,
,11/4/21 16:31,11/3/21,ALIM,Alimera Sciences Inc,Holland David,"CMO, SVP",P - Purchase,$4.08 ,"5,000","31,130",19%,"$20,392 ",,,,
D,11/4/21 16:40,11/3/21,HBAN,Huntington Bancshares Inc /md/,Wasserman Zachary Jacob,"CFO, Senior EVP",S - Sale+OE,$16.11 ,"-8,597","152,019",-5%,"($138,455)",,,,
,11/4/21 16:43,11/3/21,ALIM,Alimera Sciences Inc,Eiswirth Richard S Jr,"Pres, CEO",P - Purchase,$4.45 ,"28,005","88,548",46%,"$124,745 ",,,,
,11/4/21 16:43,11/3/21,FRST,Primis Financial Corp.,Stafford Clinton Tyler,Pres Panacea Financial,P - Purchase,$15.82 ,"8,081","23,825",51%,"$127,841 ",,,,
D,11/4/21 16:46,11/3/21,LMAT,Lemaitre Vascular Inc,Roberts David B,"Pres, Dir",S - Sale+OE,$52.24 ,"-19,712","5,523",-78%,"($1,029,737)",,,,
,11/4/21 16:46,11/3/21,CRI,Carters Inc,Lynch Brian,"Pres, Carter's, Inc.",S - Sale,$101.89 ,"-15,900","65,110",-20%,"($1,620,051)",,,,
,11/4/21 16:48,11/3/21,AGL,"Agilon Health, Inc.",Shaker Benjamin,Chief Markets Officer,S - Sale,$25.00 ,-300,"113,286",0%,"($7,500)",,,,
,11/4/21 16:48,11/3/21,WTBA,West Bancorporation Inc,Gulling Douglas R,"EVP, TREASURER, CFO",S - Sale,$32.38 ,"-6,636","90,824",-7%,"($214,851)",,,,
D,11/4/21 16:48,11/3/21,CXDO,"Crexendo, Inc.",Wang David Tzat-Kin,CTO,S - Sale+OE,$5.42 ,"-2,000","422,597",0%,"($10,840)",,,,
,11/4/21 16:50,11/3/21,ALIM,Alimera Sciences Inc,Jones John Philip,CFO,P - Purchase,$4.08 ,"5,000","24,965",25%,"$20,399 ",,,,
D,11/4/21 16:50,11/3/21,AME,Ametek Inc/,Burke William Joseph,EVP - CFO,S - Sale+OE,$140.04 ,"-22,480","92,395",-20%,"($3,148,200)",,,,
D,11/4/21 16:55,11/3/21,EXPI,"Exp World Holdings, Inc.",Miles Randall D,Dir,S - Sale+OE,$48.22 ,"-15,000","700,080",-2%,"($723,353)",,,,
,11/4/21 17:00,11/3/21,GNTY,Guaranty Bancshares Inc /tx/,Abston Tyson T,"COB, CEO",S - Sale,$38.46 ,"-1,870","145,584",-1%,"($71,920)",,,,
D,11/4/21 16:59,11/3/21,TEL,Te Connectivity Ltd.,Ott Robert J,"SVP, Corporate Controller",S - Sale+OE,$153.46 ,"-8,737","20,707",-30%,"($1,340,745)",,,,
,11/4/21 17:01,11/3/21,URBN,Urban Outfitters Inc,Hayne Azeez,"CAO, GC",S - Sale,$35.00 ,"-1,100","9,927",-10%,"($38,500)",,,,
,11/4/21 17:03,11/3/21,TER,"Teradyne, Inc",Guertin Timothy E,Dir,S - Sale,$140.00 ,"-4,500","67,758",-6%,"($630,000)",,,,
,11/4/21 17:03,11/3/21,PKBK,"Parke Bancorp, Inc.",Pennoni Celestino R,Dir,S - Sale,$22.75 ,"-2,803","256,876",-1%,"($63,768)",,,,
M,11/4/21 17:02,11/3/21,NSIT,Insight Enterprises Inc,Lamneck Kenneth T,CEO,S - Sale,$100.31 ,"-3,000","357,362",-1%,"($300,941)",,,,
,11/4/21 17:02,11/3/21,VRSN,Verisign Inc/ca,Strubbe Todd B,"Pres, COO",S - Sale,$224.82 ,"-3,000","104,652",-3%,"($674,459)",,,,
D,11/4/21 17:16,11/3/21,TER,"Teradyne, Inc",Mehta Sanjay,"VP, CFO",S - Sale+OE,$140.00 ,"-1,738","24,919",-7%,"($243,320)",,,,
,11/4/21 17:18,11/3/21,ALGM,"Allegro Microsystems, Inc.","Oep Skna, L.P.",10%,S - Sale,$30.25 ,"-8,625,000","22,629,247",-28%,"($260,906,250)",,,,
DM,11/4/21 17:25,11/3/21,MCS,Marcus Corp,Marcus Gregory S,"Pres, CEO",S - Sale+OE,$20.03 ,"-26,482","170,839",-13%,"($530,454)",,,,
,11/4/21 17:38,11/3/21,CASH,Meta Financial Group Inc,Kramer Michael Robert,Dir,S - Sale,$59.72 ,"-2,000","42,650",-4%,"($119,440)",,,,
,11/4/21 17:39,11/3/21,CARG,"Cargurus, Inc.",Gellot Yann Bruno,"VP, Finance, PAO",S - Sale,$34.76 ,"-1,694","18,470",-8%,"($58,892)",,,,
M,11/4/21 17:40,11/3/21,CARG,"Cargurus, Inc.",Steinert Langley,"Exec COB, 10%",S - Sale,$35.18 ,"-93,294","894,383",-9%,"($3,282,276)",,,,
D,11/4/21 17:43,11/3/21,UUUU,Energy Fuels Inc,Higgs Dennis Lyle,Dir,S - Sale+OE,$9.62 ,"-17,212","321,638",-5%,"($165,579)",,,,
,11/4/21 17:43,11/3/21,XOM,Exxon Mobil Corp,Angelakis Michael J,Dir,P - Purchase,$64.00 ,"5,000","38,000",15%,"$320,000 ",,,,
,11/4/21 17:47,11/3/21,AMWL,American Well Corp,Slavin Peter L.,Dir,S - Sale,$9.58 ,"-2,428","27,510",-8%,"($23,266)",,,,
M,11/4/21 18:01,11/3/21,LIND,"Lindblad Expeditions Holdings, Inc.",Lindblad Sven-Olof,"Dir, 10%",S - Sale,$17.01 ,"-4,001","12,707,362",0%,"($68,042)",,,,
,11/4/21 18:00,11/3/21,PLYA,Playa Hotels & Resorts N.V.,Hymel Ryan Paul,CFO,S - Sale,$8.91 ,"-7,838","416,732",-2%,"($69,837)",,,,
M,11/4/21 18:11,11/3/21,ALG,Alamo Group Inc,Robinson Ronald A,Dir,S - Sale,$153.00 ,"-8,628","142,505",-6%,"($1,320,117)",,,,
D,11/4/21 18:12,11/3/21,SAIA,Saia Inc,Ramu Raymond R,"EVP, Chief Customer Officer",S - Sale+OE,$343.27 ,"-1,010","6,446",-14%,"($346,703)",,,,
,11/4/21 18:24,11/3/21,CAL,Caleres Inc,Sullivan Diane M,"CEO, COB",S - Sale,$26.06 ,"-19,000","781,572",-2%,"($495,096)",,,,
,11/4/21 18:25,11/3/21,PGTI,"Pgt Innovations, Inc.",Hershberger Rodney,Dir,S - Sale,$22.00 ,"-1,100","1,380,654",0%,"($24,200)",,,,
M,11/4/21 18:33,11/3/21,LIND,"Lindblad Expeditions Holdings, Inc.",Dryden L. Dyson,Dir,S - Sale,$16.59 ,"-46,853","1,078,124",-4%,"($777,369)",,,,
,11/4/21 18:32,11/3/21,SNCR,Synchronoss Technologies Inc,Miller Jeffrey George,CEO,S - Sale,$2.45 ,"-2,269","292,054",-1%,"($5,548)",,,,
,11/4/21 18:53,11/3/21,CG,Carlyle Group Inc.,Robertson Thomas S,Dir,S - Sale,$56.68 ,"-30,000","21,930",-58%,"($1,700,400)",,,,
,11/4/21 19:10,11/3/21,USNA,Usana Health Sciences Inc,Brown Jim,Pres,S - Sale,$101.57 ,-559,0,-100%,"($56,779)",,,,
,11/4/21 19:12,11/3/21,USNA,Usana Health Sciences Inc,Sinnott Robert A,Chief Scientific Officer,S - Sale,$101.46 ,-318,0,-100%,"($32,264)",,,,
D,11/4/21 19:14,11/3/21,VIR,"Vir Biotechnology, Inc.",Pang Phillip,Chief Medical Officer,S - Sale+OE,$36.47 ,"-5,000","100,277",-5%,"($182,331)",,,,
,11/4/21 19:20,11/3/21,OPBK,Op Bancorp,Kim Ock Hee,Dir,P - Purchase,$12.64 ,"80,000","509,700",19%,"$1,010,885 ",,,,
,11/4/21 19:19,11/3/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale,$301.74 ,"-68,008","28,918,241",0%,"($20,520,806)",,,,
,11/4/21 19:22,11/3/21,OPBK,Op Bancorp,Oh Christine Yoon,CFO,S - Sale,$12.80 ,"-10,000","127,778",-7%,"($127,977)",,,,
,11/4/21 19:22,11/3/21,OPBK,Op Bancorp,Park Myung,Dir,S - Sale,$12.55 ,"-50,000","51,659",-49%,"($627,500)",,,,
,11/4/21 19:24,11/3/21,USNA,Usana Health Sciences Inc,Mulham David Mulham,Chief Field Development Office,S - Sale,$99.63 ,"-1,277","8,032",-14%,"($127,234)",,,,
,11/4/21 19:47,11/3/21,OMI,Owens & Minor Inc/va/,Lowry Michael Wayne,"SVP, Corporate Controller",S - Sale,$42.10 ,"-32,631","70,037",-32%,"($1,373,880)",,,,
,11/4/21 19:50,11/3/21,OMI,Owens & Minor Inc/va/,Pesicka Edward A,"Pres, CEO",S - Sale,$41.97 ,"-56,641","1,263,785",-4%,"($2,377,393)",,,,
,11/4/21 19:49,11/3/21,OMI,Owens & Minor Inc/va/,Pace Nicholas J,"EVP GC, CorpSec",S - Sale,$42.39 ,"-49,370","193,415",-20%,"($2,092,987)",,,,
,11/4/21 20:01,11/3/21,HTH,Hilltop Holdings Inc.,Bornemann Keith E.,Chief Accounting Officer,S - Sale,$36.94 ,"-3,000","13,051",-19%,"($110,820)",,,,
D,11/4/21 20:09,11/3/21,ALIM,Alimera Sciences Inc,Largent James R,Dir,P - Purchase,$4.31 ,"10,000","13,000",333%,"$43,090 ",,,,
,11/4/21 20:16,11/3/21,OSTK,"Overstock.Com, Inc",Baker Mark Alan,Chief Product Officer,S - Sale,$105.00 ,"-1,000","2,035",-33%,"($105,000)",,,,
D,11/4/21 21:03,11/3/21,RPD,"Rapid7, Inc.",Schodorf Thomas E,Dir,S - Sale+OE,$124.67 ,-535,"21,735",-2%,"($66,697)",,,,
D,11/2/21 14:25,11/2/21,CHE,Chemed Corp,Lee Spencer S,EVP,S - Sale+OE,$489.13 ,"-2,000","22,758",-8%,"($978,260)",,,,
,11/2/21 14:31,11/2/21,FDBC,Fidelity D & D Bancorp Inc,Joyce William J. Sr.,Dir,P - Purchase,$51.49 ,"1,000","6,370",19%,"$51,493 ",,,,
D,11/2/21 14:40,11/2/21,WINA,Winmark Corp,Goff Leah A,VP of HR,S - Sale+OE,$236.76 ,"-2,250","11,100",-17%,"($532,711)",,,,
,11/2/21 15:34,11/2/21,ROG,Rogers Corp,Daigle Robert C,SVP,S - Sale,$271.25 ,"-3,083","7,891",-28%,"($836,264)",,,,
,11/2/21 15:38,11/2/21,VGZ,Vista Gold Corp,Earnest Frederick Hume,"Pres, CEO",P - Purchase,$0.74 ,"15,000","1,542,204",1%,"$11,031 ",,,,
D,11/2/21 16:25,11/2/21,SFBC,"Sound Financial Bancorp, Inc.",Sweeney James E,Dir,S - Sale+OE,$42.00 ,"-3,000","16,697",-15%,"($126,000)",,,,
D,11/2/21 16:40,11/2/21,DOV,Dover Corp,Kosinski Anthony K,"VP, Tax",S - Sale+OE,$170.83 ,"-1,645","10,514",-14%,"($281,007)",,,,
,11/2/21 16:59,11/2/21,BLFY,Blue Foundry Bancorp,Miller Elizabeth Marie,"EVP, CRO",P - Purchase,$13.96 ,"1,750","22,151",9%,"$24,437 ",,,,
,11/2/21 17:08,11/2/21,SPT,"Sprout Social, Inc.",Del Preto Joseph,"CFO, Treasurer",S - Sale,$124.65 ,-453,"110,591",0%,"($56,466)",,,,
,11/2/21 17:19,11/2/21,SONX,"Sonendo, Inc.",Bihl Anthony P III,Dir,P - Purchase,$12.00 ,"16,000","16,000",New,"$192,000 ",,,,
,11/2/21 17:23,11/2/21,SONX,"Sonendo, Inc.",Smith Michael John,Chief Commercial Officer,P - Purchase,$12.00 ,"6,700","53,033",14%,"$80,400 ",,,,
D,11/2/21 17:22,11/2/21,SONX,"Sonendo, Inc.",Bergheim Olav,"Dir, 10%",P - Purchase,$12.00 ,"33,500","2,850,000",1%,"$402,000 ",,,,
,11/2/21 17:23,11/2/21,SONX,"Sonendo, Inc.",Beaver Carolyn,Dir,P - Purchase,$12.00 ,"2,800","2,800",New,"$33,600 ",,,,
D,11/2/21 17:32,11/2/21,KOSS,Koss Corp,Smith David Donnan,CFO,S - Sale+OE,$15.54 ,"-10,000",31,-100%,"($155,400)",,,,
,11/2/21 17:32,11/2/21,ASGN,Asgn Inc,Kittrell Marty R,Dir,S - Sale,$122.65 ,"-1,500","2,719",-36%,"($183,973)",,,,
D,11/2/21 17:45,11/2/21,EL,Estee Lauder Companies Inc,Freda Fabrizio,"Pres, CEO",S - Sale+OE,$317.04 ,"-10,432","75,674",-12%,"($3,307,328)",,,,
,11/2/21 18:37,11/2/21,SYPR,Sypris Solutions Inc,Allen Anthony C,"VP, CFO",S - Sale,$3.84 ,"-8,000","292,309",-3%,"($30,720)",,,,
,11/2/21 18:46,11/2/21,TRUE,"Truecar, Inc.",Buce Robert,Dir,S - Sale,$4.57 ,"-3,500","397,326",-1%,"($15,997)",,,,
,11/2/21 19:04,11/2/21,BXMT,"Blackstone Mortgage Trust, Inc.",Nassau Henry N,Dir,P - Purchase,$32.73 ,"30,000","104,631",40%,"$982,029 ",,,,
,11/2/21 19:07,11/2/21,EBMT,"Eagle Bancorp Montana, Inc.",Walsh Kenneth M,Dir,S - Sale,$22.47 ,"-10,000","211,170",-5%,"($224,703)",,,,
D,11/2/21 19:08,11/2/21,OMCL,"Omnicell, Inc",Johnston Dan S,"EVP, Chief Legal, Admin",S - Sale+OE,$180.00 ,"-5,358","57,952",-8%,"($964,440)",,,,
,11/2/21 19:22,11/2/21,ROK,"Rockwell Automation, Inc",Nicolas Ernest,"SVP,Chief Supply Chain Officer",S - Sale,$341.57 ,-414,"5,146",-7%,"($141,411)",,,,
D,11/2/21 19:34,11/2/21,HCA,"Hca Healthcare, Inc.",Hazen Samuel N,CEO,S - Sale+OE,$251.72 ,"-50,000","1,136,984",-4%,"($12,586,223)",,,,
D,11/2/21 20:27,11/2/21,HPQ,Hp Inc,Anderson Harvey,"GC, Sec",S - Sale+OE,$31.26 ,"-7,811","2,519",-76%,"($244,172)",,,,
,11/2/21 20:49,11/2/21,GOOG,Alphabet Inc.,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,896.12 ",-48,"3,057",-2%,"($139,014)",,,,
,11/2/21 21:19,11/2/21,AIRS,"Airsculpt Technologies, Inc.",Rollins Aaron,"CEO, 10%",S - Sale,$11.00 ,"-525,000","13,461,583",-4%,"($5,775,000)",,,,
,11/2/21 21:20,11/2/21,AIRS,"Airsculpt Technologies, Inc.",Feinstein Adam T,"Dir, 10%",S - Sale,$11.00 ,"-4,557,329","29,324,180",-13%,"($50,130,619)",,,,
,11/3/21 7:00,11/2/21,VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$11.87 ,"10,000","4,560,090",0%,"$118,700 ",,,,
,11/3/21 8:07,11/2/21,AMG,"Affiliated Managers Group, Inc.",Jeffery Reuben III,Dir,P - Purchase,$188.39 ,"2,700","23,197",13%,"$508,653 ",,,,
D,11/3/21 10:15,11/2/21,KRNY,Kearny Financial Corp.,Joyce Patrick M,"EVP, CLO",S - Sale+OE,$13.61 ,"-2,000","105,517",-2%,"($27,220)",,,,
,11/3/21 10:58,11/2/21,CNA,Cna Financial Corp,Aguinaga Elizabeth Ann,"EVP, CHRO",S - Sale,$46.36 ,"-10,886","29,918",-27%,"($504,675)",,,,
,11/3/21 10:59,11/2/21,CBSH,Commerce Bancshares Inc /mo/,Handy John K,EVP,S - Sale,$72.84 ,"-2,125","50,137",-4%,"($154,778)",,,,
,11/3/21 11:07,11/2/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,287.14 ",22,"366,539",0%,"$28,317 ",,,,
D,11/3/21 11:16,11/2/21,CHE,Chemed Corp,McNamara Kevin J,"Pres, CEO",S - Sale+OE,$485.06 ,"-6,000","130,472",-4%,"($2,910,360)",,,,
,11/3/21 11:30,11/2/21,CFR,"Cullen/frost Bankers, Inc.",Berman Bobby,Group EVP,S - Sale,$136.54 ,"-2,518","39,692",-6%,"($343,808)",,,,
,11/3/21 12:33,11/2/21,PWOD,Penns Woods Bancorp Inc,Nackley John G Sr,Dir,P - Purchase,$23.94 ,713,"11,744",6%,"$17,072 ",,,,
,11/3/21 13:46,11/2/21,CNOB,"Connectone Bancorp, Inc.",Sorrentino Frank III,"COB, Pres, CEO",S - Sale,$34.12 ,"-30,000","760,392",-4%,"($1,023,666)",,,,
,11/3/21 14:02,11/2/21,LFUS,Littelfuse Inc /de,Gorski Jeffrey G,"VP, Chief Accounting Officer",S - Sale,$310.39 ,-329,"2,145",-13%,"($102,118)",,,,
,11/3/21 14:04,11/2/21,COHU,Cohu Inc,Bohrson Christopher,SVP Global Customer Group,S - Sale,$35.00 ,-600,"89,468",-1%,"($21,000)",,,,
,11/3/21 14:10,11/2/21,COHU,Cohu Inc,Caggia Andrew M,Dir,S - Sale,$35.00 ,"-4,988","39,876",-11%,"($174,580)",,,,
,11/3/21 14:40,11/2/21,MSM,Msc Industrial Direct Co Inc,Jones Douglas E,"EVP, Chief Supply Chain",S - Sale,$85.00 ,"-2,186","3,697",-37%,"($185,810)",,,,
,11/3/21 15:10,11/2/21,VGZ,Vista Gold Corp,Solly Pamela A.,"VP, Investor Relations",P - Purchase,$0.74 ,"5,000","100,484",5%,"$3,677 ",,,,
D,11/3/21 15:10,11/2/21,SASR,Sandy Spring Bancorp Inc,Cook Kenneth C,"EVP, Division Pres",S - Sale+OE,$48.60 ,"-3,000","222,132",-1%,"($145,800)",,,,
,11/3/21 15:14,11/2/21,VGZ,Vista Gold Corp,Rozelle John W.,SVP,P - Purchase,$0.73 ,"5,000","512,746",1%,"$3,673 ",,,,
,11/3/21 15:57,11/2/21,SCI,Service Corp International,Lund Victor L,Dir,S - Sale,$69.67 ,"-23,000","209,798",-10%,"($1,602,479)",,,,
,11/3/21 16:02,11/2/21,KFRC,Kforce Inc,Dunkel David L,CEO,S - Sale,$70.04 ,"-40,111","590,302",-6%,"($2,809,374)",,,,
,11/3/21 16:06,11/2/21,FELE,Franklin Electric Co Inc,Sengstack Gregg C,"Chairperson, CEO",S - Sale,$88.33 ,"-6,871","458,426",-1%,"($606,919)",,,,
